Sample,SampleType,Easting,Northing,Ag,As,Au,Be,Bi,Cd,Ce,Co,Cs,Ga,Ge,Hf,Hg,In,La,Lu,Mo,Nb,Pb,Pd,Pt,Rb,Sb,Sc,Se,Sn,Ta,Tb,Te,Th,Tl,U,W,Y,Yb,Al,B,Ba,Ca,Cr,Cu,Fe,K,Li,Mg,Mn,Na,Ni,P,S,Sr,Ti,V,Zn,Zr,Analytical_method
554466,A,231543,345608,0.06,3.1,0.05,0.3,0.07,0.16,19.5,3.8,0.85,4.7,0.05,0.025,0.07,0.01,7.7,0.03,0.37,0.89,14.5,0.25,0.05,11.8,0.21,1.5,1,0.8,0.025,0.12,0.025,1.6,0.1,0.76,0.1,2.91,0.2,1.27,5,63,0.09,24,15.3,1.77,0.1,11,0.4,318,0.01,11.1,610,0.07,8.9,0.005,29,40,0.25,ICM12B
554467,A,229795,351926,0.08,7.8,0.05,0.6,0.1,0.24,25.2,4,0.79,3.9,0.05,0.05,0.11,0.01,11.8,0.08,0.58,1.32,47.4,0.25,0.05,7,0.28,1.7,2,1.1,0.025,0.3,0.025,1.1,0.12,0.79,0.2,7.9,0.6,1.13,5,116,0.22,27,12.1,1.67,0.08,12,0.34,169,0.01,17.6,816,0.16,10,0.01,37,33,1.1,ICM12B
554468,A,221205,357753,0.05,17.3,0.05,0.6,0.1,0.23,28.2,8.5,0.6,4.2,0.05,0.16,0.07,0.02,11.2,0.07,0.91,0.71,16.8,0.25,0.05,8.3,0.25,3.8,2,0.8,0.025,0.32,0.025,3.5,0.12,2.36,0.1,7.23,0.5,1.51,13,590,0.82,29,30.1,2.22,0.15,20,0.6,307,0.02,34.7,724,0.3,37.6,0.005,28,57,4.3,ICM12B
554469,A,239467,343517,0.05,3.7,0.05,0.3,0.08,0.46,21.6,3.3,0.45,2,0.05,0.06,0.09,0.01,8.5,0.06,0.68,0.41,39.5,0.25,0.05,8.7,0.31,1.6,2,0.8,0.025,0.21,0.025,1.5,0.11,0.87,0.1,5.75,0.4,0.8,5,42,0.53,13,19,1.07,0.08,6,0.14,219,0.005,13.9,1080,0.14,17.3,0.005,16,41,0.8,ICM12B
554470,A,219879,355066,0.08,7,0.05,0.6,0.12,0.28,29.6,12.8,0.87,6.6,0.05,0.025,0.07,0.03,10.8,0.03,0.75,0.9,24.9,0.25,0.05,18,0.29,3.4,1,1.1,0.025,0.18,0.025,2.8,0.14,1.17,0.1,3.59,0.2,2.29,11,210,0.37,45,23,2.75,0.2,30,0.93,735,0.02,49.1,979,0.11,20.9,0.005,44,83,0.7,ICM12B
554471,A,220384,358103,0.05,4.7,0.05,0.5,0.09,0.08,23.9,7.3,0.85,5,0.05,0.025,0.03,0.01,9.6,0.03,0.39,0.42,14.4,0.25,0.05,15.6,0.16,2.5,0.5,0.5,0.025,0.16,0.025,3.3,0.12,0.74,0.1,2.79,0.2,1.63,5,111,0.2,27,11.4,2.08,0.15,21,0.46,202,0.02,23.1,487,0.06,14.2,0.005,35,41,1.2,ICM12B
554472,A,224234,346846,0.09,7.4,0.05,0.7,0.14,0.37,33.1,9,0.89,4,0.05,0.1,0.14,0.02,12.2,0.09,0.93,0.55,54.9,0.25,0.05,20,0.32,3.3,2,2.3,0.025,0.3,0.025,4.2,0.15,0.98,0.1,7.58,0.6,1.53,12,109,0.54,25,26.5,2.34,0.21,19,0.46,604,0.01,27.5,1470,0.1,17.5,0.005,26,103,2.3,ICM12B
554473,A,218594,356278,0.07,13.9,0.05,0.5,0.13,0.74,25.9,8.5,0.65,4.1,0.05,0.08,0.14,0.01,9.8,0.06,0.78,0.82,30.4,0.25,0.05,9.2,0.45,2.8,2,1.2,0.05,0.24,0.025,1.8,0.12,1.86,0.2,6.12,0.4,1.47,13,362,1.47,29,84.6,2.09,0.11,13,0.46,416,0.02,33.9,1820,0.28,71.2,0.005,33,66,1.5,ICM12B
554474,A,233608,345443,0.07,7.4,0.05,0.3,0.08,0.24,22.3,5.1,0.81,3.8,0.05,0.025,0.07,0.01,8.5,0.03,0.64,0.33,27.8,0.25,0.05,14.3,0.21,1.4,1,0.6,0.025,0.13,0.025,1.6,0.11,0.83,0.1,2.86,0.2,1.22,5,53,0.09,21,36.6,1.89,0.11,12,0.26,579,0.01,14.7,991,0.05,8.5,0.005,28,56,0.7,ICM12B
554475,A,236298,344552,0.05,4.4,0.05,0.4,0.1,0.21,18.7,2,0.61,2.8,0.05,0.14,0.06,0.01,8.6,0.03,0.29,0.55,15,0.25,0.05,7.3,0.18,0.9,0.5,0.6,0.11,0.14,0.025,0.9,0.1,0.75,0.05,3.17,0.2,0.68,5,53,0.45,15,18.8,0.76,0.06,7,0.15,105,0.01,9.2,839,0.08,13,0.005,22,35,0.7,ICM12B
554476,A,217859,357240,0.06,18.3,0.05,0.7,0.16,0.25,39.1,9.5,0.75,5.3,0.05,0.17,0.07,0.02,15.4,0.08,0.64,0.83,21.6,0.25,0.05,18.9,0.17,4.5,0.5,0.6,0.07,0.4,0.025,3.9,0.16,1.73,0.05,8.92,0.6,1.68,5,697,0.35,33,15.3,2.58,0.2,29,0.54,301,0.02,33.9,1190,0.12,24.9,0.005,35,52,3.9,ICM12B
554478,A,224591,344382,0.07,6.8,0.05,0.9,0.2,0.29,46,12.4,0.82,5.5,0.1,0.19,0.07,0.02,20.9,0.17,0.65,0.69,26,0.25,0.05,21.1,0.16,6.7,1,1.3,0.025,0.6,0.025,5.5,0.17,1.21,0.05,16.6,1.2,1.93,17,150,4.76,36,27,3.03,0.32,33,0.82,431,0.02,49.9,665,0.13,134.4,0.005,32,74,5.8,ICM12B
554479,A,226559,352617,0.08,5.7,0.05,0.6,0.14,0.16,30.2,9.7,0.86,5,0.05,0.025,0.09,0.01,11.8,0.05,0.45,0.69,32.1,0.25,0.05,16,0.21,2.4,0.5,1.5,0.025,0.24,0.025,1.3,0.11,0.79,0.05,4.79,0.4,1.59,5,118,0.15,37,22.6,2.35,0.13,23,0.52,637,0.02,32.5,833,0.08,11.5,0.01,43,63,1,ICM12B
554481,A,229178,347425,0.04,4.7,0.05,0.3,0.19,0.23,16.4,3.7,0.88,5.4,0.05,0.07,0.08,0.01,7.7,0.02,0.39,1.77,20.7,0.25,0.05,12.8,0.16,1.6,0.5,0.7,0.05,0.11,0.025,1.5,0.13,1.08,0.1,2.49,0.2,1.2,5,47,0.15,38,10.6,2,0.1,15,0.38,267,0.02,15.2,879,0.09,9.8,0.02,66,28,2,ICM12B
554482,A,222522,358509,0.11,7.3,0.05,0.8,0.22,0.53,37.7,9.6,0.74,5.1,0.05,0.12,0.14,0.01,15.2,0.07,0.5,0.85,34.4,0.25,0.05,15.6,0.52,3.1,0.5,2.1,0.15,0.37,0.025,1.6,0.13,1.39,0.05,8.12,0.6,1.81,5,362,1.13,29,48.4,1.97,0.17,19,0.54,327,0.05,37.3,1280,0.21,42.2,0.005,39,137,1.9,ICM12B
554483,A,238580,346241,0.04,4.1,0.05,0.2,0.11,0.22,22.1,3.5,0.68,3,0.05,0.025,0.04,0.01,10.2,0.03,0.34,0.38,15.1,0.25,0.05,12.9,0.23,1.2,0.5,0.5,0.025,0.16,0.025,0.9,0.1,0.98,0.05,3.53,0.3,0.99,5,46,0.15,18,26.9,1.25,0.1,11,0.22,168,0.02,12.8,994,0.06,15.3,0.005,22,42,0.25,ICM12B
554484,A,237307,347067,0.06,3.7,0.05,0.4,0.11,0.17,16.3,2.1,0.66,3.1,0.05,0.05,0.07,0.01,7.8,0.02,0.27,0.46,12.8,0.25,0.05,6.6,0.15,1.1,0.5,0.6,0.11,0.11,0.025,0.9,0.12,1,0.05,2.71,0.2,0.81,5,41,0.3,14,7.1,0.84,0.1,6,0.14,45,0.02,8.9,814,0.11,9.1,0.005,16,19,0.25,ICM12B
554485,A,224774,358132,0.09,7.8,0.05,0.8,0.3,0.4,35.5,12.4,0.56,4.9,0.05,0.12,0.18,0.01,14.9,0.1,0.63,0.78,64.4,0.25,0.05,12.6,0.57,3.6,1,5.8,0.08,0.48,0.025,2.5,0.11,1.74,0.05,11.6,0.8,1.87,5,323,1.3,27,103.9,2.15,0.19,21,0.76,343,0.1,44.1,1110,0.19,48,0.02,43,85,3.6,ICM12B
554486,A,222979,352924,0.09,3.6,0.05,0.3,0.14,0.2,23.6,5.5,0.83,4.6,0.05,0.025,0.05,0.01,9.9,0.02,0.37,0.44,18.7,0.25,0.05,19.6,0.14,1.8,0.5,0.8,0.025,0.15,0.025,1.5,0.13,0.94,0.05,2.63,0.2,1.33,5,132,0.2,27,15.4,1.66,0.15,19,0.41,273,0.02,19.5,1130,0.07,9.3,0.005,34,49,0.9,ICM12B
554487,A,228380,344694,0.06,3.5,0.05,0.4,0.12,0.17,17.2,4.3,0.64,4.5,0.05,0.025,0.08,0.01,8.5,0.02,0.39,0.81,15.8,0.25,0.05,13.2,0.15,1.4,0.5,0.6,0.025,0.1,0.025,0.8,0.07,0.94,0.05,2.22,0.2,0.92,5,47,0.15,34,10.3,1.86,0.09,11,0.38,400,0.02,16.4,838,0.07,7,0.01,33,35,1,ICM12B
554488,A,225199,343367,0.07,6.3,0.05,0.8,0.18,0.24,28,9,0.92,4.3,0.05,0.11,0.07,0.01,10.3,0.06,1.06,0.48,28.2,0.25,0.05,20.5,0.17,3.1,0.5,0.9,0.025,0.25,0.025,3.4,0.15,0.7,0.05,5.86,0.5,1.59,5,86,0.22,29,15.1,2.84,0.17,25,0.49,457,0.01,28.8,731,0.09,11.1,0.005,27,79,2.8,ICM12B
554489,A,230947,346391,0.03,1.9,0.05,0.3,0.09,0.09,21.9,4.8,0.53,4.3,0.05,0.14,0.04,0.01,10.1,0.04,0.22,1.78,10.9,0.25,0.05,7.9,0.11,2.2,0.5,0.5,0.025,0.16,0.025,2.3,0.07,0.8,0.05,3.69,0.3,1.05,5,49,0.19,27,5.8,1.5,0.11,14,0.55,205,0.02,16.1,547,0.08,16.1,0.05,30,33,3.7,ICM12B
554490,A,229158,349757,0.06,5.3,0.05,0.5,0.15,0.21,23.1,6,0.86,4.4,0.05,0.025,0.08,0.01,10.8,0.03,0.36,1.43,20.9,0.25,0.05,14,0.21,1.8,0.5,1.2,0.025,0.15,0.025,1.4,0.13,1.13,0.05,3.25,0.3,1.41,5,62,0.2,28,24.8,2.06,0.12,20,0.48,223,0.02,24.5,875,0.09,9.5,0.02,33,41,1.6,ICM12B
554491,A,227020,351804,0.09,3.3,0.05,0.3,0.16,0.21,24.8,4.1,0.93,3.9,0.05,0.025,0.1,0.01,10.9,0.04,0.39,0.67,38.4,0.25,0.05,12,0.15,1.6,0.5,1.2,0.08,0.21,0.025,0.9,0.12,0.84,0.05,4.41,0.3,1.2,5,146,0.34,23,15.1,1.27,0.12,12,0.31,172,0.02,18.8,1020,0.12,16.4,0.005,24,40,0.7,ICM12B
554492,A,231648,343793,0.07,6.1,0.05,0.6,0.14,0.26,28.4,4.4,0.86,5.4,0.05,0.025,0.08,0.01,15.1,0.07,0.37,1.07,20.7,0.25,0.05,14.4,0.21,1.6,0.5,1,0.025,0.28,0.025,0.9,0.11,1.16,0.05,7.01,0.5,1.11,5,88,0.57,29,20.3,1.84,0.11,13,0.38,495,0.02,13.8,1140,0.1,13,0.01,33,46,0.8,ICM12B
554493,A,225740,344943,0.1,6.7,0.05,0.4,0.2,0.63,20.2,6.8,0.47,2.3,0.05,0.11,0.34,0.01,8.7,0.07,0.81,0.43,91.7,0.25,0.05,12.6,0.6,2.6,1,5.1,0.14,0.25,0.025,1.4,0.1,1.21,0.05,7.32,0.5,0.9,5,130,1.47,17,86.3,1.65,0.12,10,0.28,355,0.01,23.5,2200,0.22,48.8,0.005,18,114,2.1,ICM12B
554494,A,228677,348294,0.03,1.9,0.05,0.3,0.12,0.11,20.4,2.9,0.66,3.6,0.05,0.07,0.06,0.01,8.9,0.01,0.23,1.17,15.6,0.25,0.05,9.5,0.15,1.1,0.5,0.5,0.11,0.1,0.025,0.8,0.08,0.33,0.05,1.66,0.1,0.92,5,36,0.26,19,6.1,0.56,0.1,10,0.28,76,0.02,15.1,346,0.11,64.2,0.02,18,25,1.8,ICM12B
554495,A,228415,352226,0.04,3.5,0.05,0.3,0.13,0.14,25,5.8,0.54,3.9,0.05,0.025,0.06,0.01,11.6,0.03,0.23,0.87,16,0.25,0.05,13.5,0.14,1.8,0.5,1,0.025,0.18,0.025,1.3,0.1,0.64,0.05,3.39,0.3,1.12,5,74,0.22,23,16.6,1.54,0.14,17,0.45,243,0.02,21.7,686,0.07,10.3,0.02,27,58,1.6,ICM12B
554496,A,224764,350806,0.07,4.9,0.05,0.4,0.14,0.17,24.4,6.7,0.66,4.4,0.05,0.025,0.05,0.01,10.5,0.03,0.59,0.57,17.2,0.25,0.05,23.2,0.16,1.5,0.5,0.6,0.025,0.16,0.025,1,0.1,0.67,0.05,2.85,0.2,1.22,5,163,0.15,25,11.5,2.05,0.16,16,0.42,681,0.02,21.2,974,0.09,8.6,0.005,29,50,0.9,ICM12B
554497,A,230612,344450,0.06,1.9,0.05,0.3,0.11,0.2,11.8,1.4,0.49,3.7,0.05,0.07,0.06,0.01,5,0.02,0.28,1.69,13.9,0.25,0.05,10.7,0.15,1,0.5,0.6,0.16,0.08,0.025,0.8,0.05,0.85,0.05,1.91,0.2,0.68,5,34,0.64,15,6.3,0.85,0.1,4,0.15,135,0.02,5.5,675,0.14,19.7,0.03,19,24,1.9,ICM12B
554498,A,231038,349215,0.04,2,0.05,0.3,0.14,0.25,9.78,1.7,0.71,3.5,0.05,0.15,0.07,0.01,4.8,0.02,0.17,2.03,16.6,0.25,0.05,9,0.16,1,0.5,0.6,0.23,0.06,0.025,0.6,0.08,0.86,0.05,1.52,0.1,0.73,5,30,0.76,14,4.9,0.37,0.09,7,0.23,49,0.01,6.8,592,0.18,19,0.04,14,20,3.8,ICM12B
554499,A,235456,343582,0.05,5.4,0.05,0.4,0.14,0.23,19.8,2.1,0.68,3.3,0.05,0.025,0.07,0.01,9.4,0.03,0.28,0.43,14.5,0.25,0.05,10.8,0.21,1.1,0.5,0.6,0.025,0.14,0.025,0.8,0.12,0.88,0.05,3.02,0.2,0.85,5,53,0.56,15,24.6,0.85,0.1,8,0.19,88,0.02,9.5,1120,0.09,26.6,0.005,19,35,0.5,ICM12B
554500,A,223771,347166,0.08,7.8,0.05,0.7,0.15,0.36,29.7,5.8,0.82,3.7,0.05,0.08,0.07,0.01,12.1,0.06,1.04,0.51,36.8,0.25,0.05,18.2,0.19,2.4,0.5,0.8,0.025,0.27,0.025,2.7,0.14,1.27,0.05,6.61,0.5,1.27,5,84,0.38,25,24,2.13,0.17,17,0.37,371,0.02,22.2,1640,0.1,16.5,0.005,28,89,2.2,ICM12B
554501,A,227576,355556,0.07,9.4,0.05,0.5,0.18,0.27,29.4,12.1,0.86,6.7,0.05,0.025,0.08,0.01,11.4,0.04,0.57,0.67,23.3,0.25,0.05,20.7,0.33,2.8,0.5,0.9,0.025,0.21,0.025,1.9,0.16,1.71,0.05,4.47,0.3,2.08,5,121,0.22,43,100.5,2.88,0.18,33,0.78,812,0.02,40.7,1500,0.08,10.5,0.005,54,78,1.3,ICM12B
554502,A,245820,351320,0.1,7.3,0.05,0.7,0.14,0.36,34.4,4.9,0.85,3.5,0.05,0.1,0.09,0.01,14.3,0.09,0.4,0.41,34.7,0.25,0.05,10.2,0.19,2.6,0.5,0.6,0.025,0.36,0.025,3.3,0.17,1.42,0.05,8.68,0.7,1.23,5,157,0.22,19,15.1,1.72,0.13,13,0.27,487,0.005,14.5,786,0.07,6.7,0.005,27,46,2.6,ICM12B
554503,A,242493,352405,0.03,1.1,0.05,0.2,0.13,0.05,12.2,0.7,0.88,2.7,0.05,0.025,0.05,0.01,5.6,0.005,0.13,0.42,14.6,0.25,0.05,9.1,0.13,0.5,0.5,0.5,0.11,0.07,0.025,0.8,0.1,0.28,0.05,1.02,0.05,0.6,5,29,0.03,5,1.6,0.27,0.12,2,0.06,11,0.005,2.6,286,0.08,3.4,0.005,12,6,0.7,ICM12B
554504,A,238808,352633,0.07,5.4,0.05,0.5,0.14,0.26,14.2,2.5,0.67,3,0.05,0.025,0.1,0.01,6.4,0.03,0.4,0.83,31.8,0.25,0.05,7.4,0.28,1.1,0.5,1.9,0.08,0.1,0.025,0.7,0.1,1.13,0.05,3.15,0.2,0.89,5,142,0.3,17,23,1.24,0.1,7,0.21,118,0.01,11,1350,0.16,18.3,0.005,21,57,0.5,ICM12B
554505,A,225400,353580,0.05,8.1,0.05,0.5,0.24,0.27,34.5,14.2,0.9,6.5,0.05,0.025,0.06,0.01,13.7,0.05,0.42,0.61,23.6,0.25,0.05,21.3,0.3,3.6,0.5,3,0.025,0.27,0.025,2.7,0.16,1.36,0.05,5.53,0.4,2.26,5,205,0.27,49,44.8,3.13,0.23,38,1.05,754,0.02,55.3,1820,0.07,12.4,0.005,48,106,1.6,ICM12B
554506,A,238350,350826,0.05,20.7,0.05,0.5,0.14,0.38,23.5,3,0.76,3,0.05,0.025,0.13,0.01,9.6,0.07,0.73,0.71,26.9,0.25,0.05,8.5,0.25,2.1,1,0.7,0.025,0.21,0.025,1.8,0.14,0.82,0.05,5.86,0.5,1.04,5,223,0.16,22,11.7,3.89,0.1,12,0.23,188,0.01,14.2,1030,0.17,7.7,0.005,35,38,1.3,ICM12B
554507,A,249066,349506,0.06,7.3,0.05,0.4,0.14,0.29,28,6.1,0.67,3.2,0.05,0.025,0.06,0.01,10.3,0.05,1.14,0.34,21.6,0.25,0.05,17.4,0.23,1.6,0.5,0.8,0.025,0.21,0.025,1.4,0.12,1.11,0.05,5.72,0.4,1.06,5,39,0.13,20,36.6,1.84,0.13,13,0.29,575,0.01,18.3,952,0.06,6.7,0.005,22,63,0.6,ICM12B
554508,A,249080,351470,0.12,8.5,0.05,0.4,0.13,0.36,29,4.3,0.79,3.3,0.05,0.09,0.1,0.01,12,0.08,0.59,0.5,32.9,0.25,0.05,7.3,0.2,2.2,0.5,0.7,0.025,0.32,0.025,2.8,0.13,1.11,0.3,8.77,0.6,1.15,5,240,0.2,26,15.1,1.78,0.11,11,0.2,393,0.01,13.1,987,0.08,6.6,0.005,49,61,2.3,ICM12B
554509,A,233951,347383,0.06,2.5,0.05,0.05,0.14,0.13,16.9,3.3,0.71,5.2,0.05,0.025,0.08,0.01,7.4,0.03,0.38,2.13,19.3,0.25,0.05,14.1,0.19,1.6,0.5,0.8,0.025,0.12,0.025,1.9,0.08,0.78,0.05,2.63,0.2,0.99,5,34,0.22,26,6.2,1.68,0.11,11,0.34,274,0.02,11.1,679,0.09,11.7,0.04,32,34,2,ICM12B
554510,A,231169,357929,0.06,4.5,0.05,0.7,0.14,0.2,32.8,7,0.75,5.1,0.05,0.025,0.06,0.01,13.4,0.05,0.17,0.49,17,0.25,0.05,13.5,0.16,3,0.5,0.8,0.025,0.3,0.025,2.5,0.14,0.89,0.05,5.85,0.4,1.5,5,211,0.24,31,16.2,1.54,0.13,22,0.53,173,0.02,29.5,598,0.07,10.4,0.005,35,35,1.7,ICM12B
554511,A,227780,357456,0.05,6.9,0.05,0.5,0.16,0.1,29.1,9.3,0.78,6.5,0.05,0.06,0.06,0.01,11.5,0.03,0.32,0.57,21,0.25,0.05,18.2,0.19,3.1,0.5,0.9,0.025,0.22,0.025,3,0.14,0.74,0.05,3.53,0.3,1.96,5,86,0.22,39,28.7,2.85,0.17,30,0.7,329,0.02,35.5,782,0.08,10.8,0.005,47,54,2.1,ICM12B
554512,A,242461,344331,0.05,4.7,0.05,0.2,0.1,0.3,20.3,3.2,0.61,2.3,0.05,0.025,0.05,0.01,8,0.04,0.71,0.22,16.4,0.25,0.05,5.7,0.16,1.4,0.5,0.6,0.025,0.17,0.025,1.6,0.11,1.01,0.05,4.1,0.3,0.75,5,57,0.12,13,27.6,1.63,0.06,8,0.09,241,0.005,9.5,945,0.07,10.6,0.005,19,33,1.1,ICM12B
554513,A,230614,354164,0.08,5.1,0.05,0.3,0.13,0.3,23.2,5.1,0.47,3.2,0.05,0.025,0.09,0.01,10.8,0.05,0.39,0.77,67.1,0.25,0.05,7.4,0.37,1.4,0.5,0.9,0.13,0.22,0.025,0.6,0.1,1.4,0.05,5.54,0.4,0.97,5,91,0.59,21,37.3,1.25,0.1,11,0.34,133,0.02,21.9,1340,0.2,26.2,0.005,22,45,1,ICM12B
554514,A,227764,359506,0.06,5.6,0.05,0.3,0.14,0.15,24.8,5.5,0.79,4.7,0.05,0.025,0.06,0.01,10.2,0.04,0.38,0.53,19.3,0.25,0.05,15,0.36,2,0.5,0.9,0.025,0.2,0.025,1.9,0.13,0.99,0.05,4.16,0.3,1.38,5,93,0.27,26,37.3,1.86,0.16,17,0.41,162,0.02,22,1030,0.08,11.2,0.005,32,43,1.2,ICM12B
554515,A,235728,357230,0.08,6,0.05,0.1,0.19,0.11,30.8,8.2,1.01,8.4,0.05,0.025,0.08,0.01,13.8,0.02,0.31,0.68,20.2,0.25,0.05,23.6,0.47,2.6,0.5,0.7,0.025,0.17,0.025,1.9,0.14,0.64,0.05,2.38,0.2,2.01,10,54,0.08,44,18.8,2.19,0.2,44,0.8,210,0.02,33.1,836,0.09,9.6,0.005,50,62,2,ICM12B
554516,A,230472,360765,0.07,6.1,0.05,0.4,0.18,0.35,31.1,11.2,0.71,6.7,0.05,0.025,0.06,0.01,11.8,0.04,0.67,0.63,21.6,0.25,0.05,21.4,0.22,2.5,0.5,0.9,0.025,0.25,0.025,1.5,0.13,1.48,0.05,4.42,0.4,1.94,5,113,0.29,42,46.5,2.83,0.21,30,0.76,538,0.02,41.6,1950,0.1,12.7,0.01,51,98,1.5,ICM12B
554517,A,232544,360703,0.06,8.1,0.05,0.4,0.19,0.13,33.2,10.7,0.76,7.2,0.05,0.08,0.05,0.01,13.8,0.04,0.45,0.65,19.4,0.25,0.05,20.6,0.22,3.2,0.5,0.6,0.025,0.24,0.025,3.4,0.17,1.25,0.05,4.06,0.3,2.17,5,86,0.3,41,23.8,3.19,0.2,38,0.76,331,0.02,39.4,861,0.08,12.9,0.005,48,64,3,ICM12B
554518,A,237365,349740,0.06,6,0.05,0.05,0.14,0.23,15.4,2.8,0.56,3,0.05,0.025,0.07,0.01,7,0.03,0.4,0.52,21.6,0.25,0.05,9.1,0.21,0.8,0.5,1,0.025,0.11,0.025,0.7,0.1,1.2,0.05,2.89,0.2,0.83,5,51,0.07,18,54.2,1.34,0.09,7,0.14,229,0.01,8.4,1190,0.07,6.2,0.005,25,30,0.6,ICM12B
554519,A,248510,352282,0.06,3.1,0.05,0.2,0.12,0.15,16.4,3,0.49,3.1,0.05,0.025,0.07,0.01,7.3,0.04,0.22,0.37,16.6,0.25,0.05,9.8,0.21,1.2,0.5,0.9,0.025,0.18,0.025,1.2,0.08,0.73,0.05,4.39,0.3,0.87,5,92,0.21,18,17.6,0.99,0.13,9,0.25,149,0.01,14.1,706,0.06,5.5,0.005,23,30,1,ICM12B
554520,A,232452,358301,0.05,5.5,0.05,0.4,0.2,0.3,32.3,11.4,0.72,5.2,0.05,0.09,0.07,0.01,13.2,0.04,0.43,0.47,20.4,0.25,0.05,18.5,0.23,1.9,0.5,0.9,0.025,0.23,0.025,1.6,0.11,1.09,0.05,4.09,0.3,1.64,5,77,0.14,34,21.2,2.55,0.19,26,0.68,953,0.02,33.6,1710,0.09,14.1,0.005,36,72,1.3,ICM12B
554521,A,234490,356619,0.07,6.2,0.05,0.3,0.2,0.19,30.3,8.1,0.84,6.5,0.05,0.07,0.09,0.01,13.6,0.03,0.39,0.58,17.7,0.25,0.05,17.1,0.43,2.2,0.5,0.8,0.025,0.19,0.025,2.2,0.12,1.02,0.05,3.32,0.2,1.84,5,66,0.12,35,55.7,2.42,0.15,32,0.66,404,0.02,29.8,849,0.08,9,0.005,36,59,1.1,ICM12B
554522,A,230678,352542,0.07,4.5,0.05,0.7,0.2,0.42,34.2,5.8,0.73,3.8,0.05,0.16,0.09,0.01,14.1,0.07,0.53,1.68,35,0.25,0.05,7.4,0.49,2.1,0.5,2.7,0.11,0.3,0.025,1.4,0.1,1.33,0.05,7.52,0.6,1.23,5,109,0.25,39,24.4,1.44,0.11,16,0.45,171,0.02,29,1250,0.19,15.5,0.02,33,99,2.2,ICM12B
554523,A,232870,356262,0.08,3.9,0.05,0.4,0.16,0.39,24.8,6.3,0.45,3.2,0.05,0.23,0.17,0.01,12.6,0.08,0.48,0.94,37,0.25,0.05,7.5,0.36,1.8,1,1.7,0.27,0.37,0.025,0.8,0.09,1.56,0.5,8.61,0.6,1.02,5,147,1.41,30,34.7,1.19,0.12,13,0.4,341,0.02,25.8,1150,0.35,40.5,0.005,43,63,1.7,ICM12B
554524,A,229584,359530,0.07,8.4,0.05,0.7,0.19,0.19,35.9,11.1,1.03,5.6,0.05,0.1,0.11,0.01,13.9,0.07,0.58,0.67,24.4,0.25,0.05,10.7,0.27,3.4,0.5,1,0.025,0.36,0.025,2.5,0.22,1.48,0.05,7.47,0.6,1.85,5,314,0.22,35,16,2.85,0.13,25,0.53,559,0.02,33.3,1130,0.16,13.3,0.005,37,49,2.9,ICM12B
554525,A,237402,351732,0.06,5.2,0.05,0.3,0.19,0.21,22.4,5.4,0.78,3.3,0.05,0.025,0.09,0.01,9,0.04,0.41,0.49,34.4,0.25,0.05,12,0.34,1.4,0.5,1.9,0.025,0.17,0.025,1,0.1,1.01,0.05,4.21,0.3,1.01,5,64,0.16,23,61.3,1.65,0.1,11,0.32,436,0.01,16.6,1020,0.07,11.5,0.005,28,64,0.25,ICM12B
554526,A,234902,348540,0.05,2.7,0.05,0.3,0.12,0.17,23.1,3.8,0.66,4.1,0.05,0.05,0.07,0.01,11.9,0.06,0.29,1.39,19.1,0.25,0.05,8.7,0.17,1.8,0.5,1.5,0.025,0.24,0.025,1.4,0.08,0.88,0.05,5.79,0.4,1,5,50,0.24,24,19.7,1.07,0.08,11,0.32,204,0.02,14.7,749,0.09,13.1,0.02,25,38,1.8,ICM12B
554527,A,229509,355452,0.05,5.5,0.05,0.05,0.14,0.16,24.4,4.9,0.69,4.9,0.05,0.025,0.07,0.01,10.1,0.03,0.19,0.51,18.2,0.25,0.05,11.4,0.18,1.8,0.5,0.7,0.025,0.17,0.025,1.6,0.14,1.07,0.05,3.31,0.2,1.4,5,67,0.32,26,19.9,1.51,0.12,16,0.4,120,0.02,20.6,892,0.1,12,0.005,33,31,1.4,ICM12B
554528,A,248537,350308,0.07,6.5,0.05,0.5,0.16,0.42,31.2,6.5,0.79,3.9,0.05,0.07,0.09,0.01,12.4,0.07,0.98,0.51,25.4,0.25,0.05,15.1,0.19,2.5,0.5,1.8,0.025,0.26,0.025,3,0.14,1.93,0.05,6.91,0.5,1.28,5,67,0.22,24,29,2.16,0.14,16,0.32,401,0.01,21.3,767,0.07,7.8,0.005,28,63,2.4,ICM12B
554529,A,235942,355621,0.07,14.8,0.05,0.8,0.16,0.22,42.3,15.2,1.12,6.6,0.1,0.025,0.1,0.01,21,0.15,0.99,0.86,28.4,0.25,0.05,7,0.17,3.8,1,0.8,0.025,0.55,0.08,2.8,0.2,2.76,0.05,15.6,1.1,1.8,5,523,0.45,43,9,6.48,0.08,23,0.58,13080,0.02,33,817,0.1,13.6,0.02,53,42,1.9,ICM12B
554530,A,247722,349124,0.06,3.4,0.05,0.3,0.1,0.22,23,3.8,0.52,2.6,0.05,0.025,0.05,0.01,10.7,0.06,0.22,0.43,48.5,0.25,0.05,7.1,0.14,1.5,0.5,0.5,0.025,0.23,0.025,1.6,0.1,0.66,0.05,6.62,0.5,0.84,5,45,0.14,17,7.9,0.98,0.09,8,0.2,148,0.01,13,497,0.05,5.7,0.005,19,37,1,ICM12B
