Council,Financial,Date,Value
Kaikoura District,04 Investment Income,2009,314
Kaikoura District,05 Vested Assets,2009,0
Kaikoura District,06 Other Income,2009,2223
Kaikoura District,07 Total Income,2009,10544
Kaikoura District,08 Direct Costs,2009,4406
Kaikoura District,09 Interest,2009,684
Kaikoura District,10 Depreciation,2009,1339
Kaikoura District,11 Other Expense,2009,0
Kaikoura District,12 Total Expenditure,2009,6429
Kaikoura District,13 Net Surplus/(Deficit),2009,4115
Kaikoura District,01 Rates,2010,4901
Kaikoura District,02 Development Contributions,2010,1808
Kaikoura District,03 Subsidies,2010,5645
Kaikoura District,04 Investment Income,2010,340
Kaikoura District,05 Vested Assets,2010,0
Kaikoura District,06 Other Income,2010,1274
Kaikoura District,07 Total Income,2010,13969
Kaikoura District,08 Direct Costs,2010,4694
Kaikoura District,09 Interest,2010,901
Kaikoura District,10 Depreciation,2010,1533
Kaikoura District,11 Other Expense,2010,0
Kaikoura District,12 Total Expenditure,2010,7128
Kaikoura District,13 Net Surplus/(Deficit),2010,6841
Kaikoura District,01 Rates,2011,5054
Kaikoura District,02 Development Contributions,2011,1142
Kaikoura District,03 Subsidies,2011,446
Kaikoura District,04 Investment Income,2011,375
Kaikoura District,05 Vested Assets,2011,0
Kaikoura District,06 Other Income,2011,1327
Kaikoura District,07 Total Income,2011,8346
Kaikoura District,08 Direct Costs,2011,4860
Kaikoura District,09 Interest,2011,945
Kaikoura District,10 Depreciation,2011,1649
Kaikoura District,11 Other Expense,2011,0
Kaikoura District,12 Total Expenditure,2011,7454
Kaikoura District,13 Net Surplus/(Deficit),2011,892
Kaikoura District,01 Rates,2012,5255
Kaikoura District,02 Development Contributions,2012,1170
Kaikoura District,03 Subsidies,2012,1135
Kaikoura District,04 Investment Income,2012,409
Kaikoura District,05 Vested Assets,2012,0
Kaikoura District,06 Other Income,2012,1373
Kaikoura District,07 Total Income,2012,9344
Kaikoura District,08 Direct Costs,2012,5006
Kaikoura District,09 Interest,2012,959
Kaikoura District,10 Depreciation,2012,1682
Kaikoura District,11 Other Expense,2012,0
Kaikoura District,12 Total Expenditure,2012,7647
Kaikoura District,13 Net Surplus/(Deficit),2012,1697
Kaikoura District,01 Rates,2013,5134
Kaikoura District,02 Development Contributions,2013,1195
Kaikoura District,03 Subsidies,2013,609
Kaikoura District,04 Investment Income,2013,382
Kaikoura District,05 Vested Assets,2013,0
Kaikoura District,06 Other Income,2013,1416
Kaikoura District,07 Total Income,2013,8737
Kaikoura District,08 Direct Costs,2013,5105
Kaikoura District,09 Interest,2013,832
Kaikoura District,10 Depreciation,2013,1723
Kaikoura District,11 Other Expense,2013,0
Kaikoura District,12 Total Expenditure,2013,7660
Kaikoura District,13 Net Surplus/(Deficit),2013,1077
Kaikoura District,01 Rates,2014,5219
Kaikoura District,02 Development Contributions,2014,1219
Kaikoura District,03 Subsidies,2014,467
Kaikoura District,04 Investment Income,2014,402
Kaikoura District,05 Vested Assets,2014,0
Kaikoura District,06 Other Income,2014,1470
Kaikoura District,07 Total Income,2014,8778
Kaikoura District,08 Direct Costs,2014,5236
Kaikoura District,09 Interest,2014,775
Kaikoura District,10 Depreciation,2014,1739
Kaikoura District,11 Other Expense,2014,0
Kaikoura District,12 Total Expenditure,2014,7750
Kaikoura District,13 Net Surplus/(Deficit),2014,1028
Kaikoura District,01 Rates,2015,5300
Kaikoura District,02 Development Contributions,2015,1240
Kaikoura District,03 Subsidies,2015,1193
Kaikoura District,04 Investment Income,2015,444
Kaikoura District,05 Vested Assets,2015,0
Kaikoura District,06 Other Income,2015,1506
Kaikoura District,07 Total Income,2015,9684
Kaikoura District,08 Direct Costs,2015,5355
Kaikoura District,09 Interest,2015,841
Kaikoura District,10 Depreciation,2015,1763
Kaikoura District,11 Other Expense,2015,0
Kaikoura District,12 Total Expenditure,2015,7959
Kaikoura District,13 Net Surplus/(Deficit),2015,1725
Kaikoura District,01 Rates,2016,5137
Kaikoura District,02 Development Contributions,2016,1262
Kaikoura District,03 Subsidies,2016,480
Kaikoura District,04 Investment Income,2016,437
Kaikoura District,05 Vested Assets,2016,0
Kaikoura District,06 Other Income,2016,1551
Kaikoura District,07 Total Income,2016,8868
Kaikoura District,08 Direct Costs,2016,5431
Kaikoura District,09 Interest,2016,652
Kaikoura District,10 Depreciation,2016,1762
Kaikoura District,11 Other Expense,2016,0
Kaikoura District,12 Total Expenditure,2016,7845
Kaikoura District,13 Net Surplus/(Deficit),2016,1023
Kaipara District,01 Rates,2007,12502
Kaipara District,02 Development Contributions,2007,38
Kaipara District,03 Subsidies,2007,13598
Kaipara District,04 Investment Income,2007,309
Kaipara District,05 Vested Assets,2007,0
Kaipara District,06 Other Income,2007,4278
Kaipara District,07 Total Income,2007,30725
Kaipara District,08 Direct Costs,2007,18637
Kaipara District,09 Interest,2007,783
Kaipara District,10 Depreciation,2007,9462
Kaipara District,11 Other Expense,2007,0
Kaipara District,12 Total Expenditure,2007,28882
Kaipara District,13 Net Surplus/(Deficit),2007,1843
Kaipara District,01 Rates,2008,14858
Kaipara District,02 Development Contributions,2008,205
Kaipara District,03 Subsidies,2008,13996
Kaipara District,04 Investment Income,2008,318
Kaipara District,05 Vested Assets,2008,0
Kaipara District,06 Other Income,2008,10585
Kaipara District,07 Total Income,2008,39962
Kaipara District,08 Direct Costs,2008,22441
Kaipara District,09 Interest,2008,1240
Kaipara District,10 Depreciation,2008,10665
Kaipara District,11 Other Expense,2008,0
Kaipara District,12 Total Expenditure,2008,34346
Kaipara District,13 Net Surplus/(Deficit),2008,5616
Kaipara District,01 Rates,2009,16851
Kaipara District,02 Development Contributions,2009,753
Kaipara District,03 Subsidies,2009,13141
Kaipara District,04 Investment Income,2009,328
Kaipara District,05 Vested Assets,2009,0
Kaipara District,06 Other Income,2009,4818
Kaipara District,07 Total Income,2009,35891
Kaipara District,08 Direct Costs,2009,22383
Kaipara District,09 Interest,2009,1404
Kaipara District,10 Depreciation,2009,11051
Kaipara District,11 Other Expense,2009,0
Kaipara District,12 Total Expenditure,2009,34838
Kaipara District,13 Net Surplus/(Deficit),2009,1053
Kaipara District,01 Rates,2010,17525
Kaipara District,02 Development Contributions,2010,776
Kaipara District,03 Subsidies,2010,13810
Kaipara District,04 Investment Income,2010,337
Kaipara District,05 Vested Assets,2010,0
Kaipara District,06 Other Income,2010,4755
Kaipara District,07 Total Income,2010,37203
Kaipara District,08 Direct Costs,2010,22015
Kaipara District,09 Interest,2010,2199
Kaipara District,10 Depreciation,2010,11369
Kaipara District,11 Other Expense,2010,0
Kaipara District,12 Total Expenditure,2010,35583
Kaipara District,13 Net Surplus/(Deficit),2010,1620
Kaipara District,01 Rates,2011,18224
Kaipara District,02 Development Contributions,2011,799
Kaipara District,03 Subsidies,2011,14400
Kaipara District,04 Investment Income,2011,348
Kaipara District,05 Vested Assets,2011,0
Kaipara District,06 Other Income,2011,8233
Kaipara District,07 Total Income,2011,42004
Kaipara District,08 Direct Costs,2011,24670
Kaipara District,09 Interest,2011,2564
Kaipara District,10 Depreciation,2011,11686
Kaipara District,11 Other Expense,2011,0
Kaipara District,12 Total Expenditure,2011,38920
Kaipara District,13 Net Surplus/(Deficit),2011,3084
Kaipara District,01 Rates,2012,18852
Kaipara District,02 Development Contributions,2012,821
Kaipara District,03 Subsidies,2012,14782
Kaipara District,04 Investment Income,2012,355
Kaipara District,05 Vested Assets,2012,0
Kaipara District,06 Other Income,2012,6465
Kaipara District,07 Total Income,2012,41275
Kaipara District,08 Direct Costs,2012,24424
Kaipara District,09 Interest,2012,2815
Kaipara District,10 Depreciation,2012,11890
Kaipara District,11 Other Expense,2012,0
Kaipara District,12 Total Expenditure,2012,39129
Kaipara District,13 Net Surplus/(Deficit),2012,2146
Kaipara District,01 Rates,2013,20009
Kaipara District,02 Development Contributions,2013,843
Kaipara District,03 Subsidies,2013,15639
Kaipara District,04 Investment Income,2013,362
Kaipara District,05 Vested Assets,2013,0
Kaipara District,06 Other Income,2013,6401
Kaipara District,07 Total Income,2013,43254
Kaipara District,08 Direct Costs,2013,25860
Kaipara District,09 Interest,2013,2909
Kaipara District,10 Depreciation,2013,12993
Kaipara District,11 Other Expense,2013,0
Kaipara District,12 Total Expenditure,2013,41762
Kaipara District,13 Net Surplus/(Deficit),2013,1492
Kaipara District,01 Rates,2014,20490
Kaipara District,02 Development Contributions,2014,867
Kaipara District,03 Subsidies,2014,16109
Kaipara District,04 Investment Income,2014,369
Kaipara District,05 Vested Assets,2014,0
Kaipara District,06 Other Income,2014,5386
Kaipara District,07 Total Income,2014,43221
Kaipara District,08 Direct Costs,2014,23487
Kaipara District,09 Interest,2014,5635
Kaipara District,10 Depreciation,2014,13185
Kaipara District,11 Other Expense,2014,0
Kaipara District,12 Total Expenditure,2014,42307
Kaipara District,13 Net Surplus/(Deficit),2014,914
Kaipara District,01 Rates,2015,21247
Kaipara District,02 Development Contributions,2015,890
Kaipara District,03 Subsidies,2015,14911
Kaipara District,04 Investment Income,2015,376
Kaipara District,05 Vested Assets,2015,0
Kaipara District,06 Other Income,2015,5221
Kaipara District,07 Total Income,2015,42645
Kaipara District,08 Direct Costs,2015,22602
Kaipara District,09 Interest,2015,5590
Kaipara District,10 Depreciation,2015,13393
Kaipara District,11 Other Expense,2015,0
Kaipara District,12 Total Expenditure,2015,41585
Kaipara District,13 Net Surplus/(Deficit),2015,1060
Kaipara District,01 Rates,2016,21826
Kaipara District,02 Development Contributions,2016,915
Kaipara District,03 Subsidies,2016,15311
Kaipara District,04 Investment Income,2016,385
Kaipara District,05 Vested Assets,2016,0
Kaipara District,06 Other Income,2016,4634
Kaipara District,07 Total Income,2016,43071
Kaipara District,08 Direct Costs,2016,22701
Kaipara District,09 Interest,2016,5650
Kaipara District,10 Depreciation,2016,13980
Kaipara District,11 Other Expense,2016,0
Kaipara District,12 Total Expenditure,2016,42331
Kaipara District,13 Net Surplus/(Deficit),2016,740
Kapiti Coast District,01 Rates,2007,31928
Kapiti Coast District,02 Development Contributions,2007,1500
Kapiti Coast District,03 Subsidies,2007,2150
Kapiti Coast District,04 Investment Income,2007,0
Kapiti Coast District,05 Vested Assets,2007,2000
Kapiti Coast District,06 Other Income,2007,6900
Kapiti Coast District,07 Total Income,2007,44478
Kapiti Coast District,08 Direct Costs,2007,27419
Kapiti Coast District,09 Interest,2007,5379
Kapiti Coast District,10 Depreciation,2007,9517
Kapiti Coast District,11 Other Expense,2007,0
Kapiti Coast District,12 Total Expenditure,2007,42315
Kapiti Coast District,13 Net Surplus/(Deficit),2007,2163
Kapiti Coast District,01 Rates,2008,34563
Kapiti Coast District,02 Development Contributions,2008,1500
Kapiti Coast District,03 Subsidies,2008,2204
Kapiti Coast District,04 Investment Income,2008,0
Kapiti Coast District,05 Vested Assets,2008,2000
Kapiti Coast District,06 Other Income,2008,7279
Kapiti Coast District,07 Total Income,2008,47546
Kapiti Coast District,08 Direct Costs,2008,28518
Kapiti Coast District,09 Interest,2008,6680
Kapiti Coast District,10 Depreciation,2008,10282
Kapiti Coast District,11 Other Expense,2008,0
Kapiti Coast District,12 Total Expenditure,2008,45480
Kapiti Coast District,13 Net Surplus/(Deficit),2008,2066
Kapiti Coast District,01 Rates,2009,38088
Kapiti Coast District,02 Development Contributions,2009,1500
Kapiti Coast District,03 Subsidies,2009,2259
Kapiti Coast District,04 Investment Income,2009,0
Kapiti Coast District,05 Vested Assets,2009,2000
Kapiti Coast District,06 Other Income,2009,8718
Kapiti Coast District,07 Total Income,2009,52565
Kapiti Coast District,08 Direct Costs,2009,31437
Kapiti Coast District,09 Interest,2009,8144
Kapiti Coast District,10 Depreciation,2009,11090
Kapiti Coast District,11 Other Expense,2009,0
Kapiti Coast District,12 Total Expenditure,2009,50671
Kapiti Coast District,13 Net Surplus/(Deficit),2009,1894
Kapiti Coast District,01 Rates,2010,41676
Kapiti Coast District,02 Development Contributions,2010,1500
Kapiti Coast District,03 Subsidies,2010,2315
Kapiti Coast District,04 Investment Income,2010,0
Kapiti Coast District,05 Vested Assets,2010,2000
Kapiti Coast District,06 Other Income,2010,9660
Kapiti Coast District,07 Total Income,2010,57151
Kapiti Coast District,08 Direct Costs,2010,33666
Kapiti Coast District,09 Interest,2010,9825
Kapiti Coast District,10 Depreciation,2010,12019
Kapiti Coast District,11 Other Expense,2010,0
Kapiti Coast District,12 Total Expenditure,2010,55510
Kapiti Coast District,13 Net Surplus/(Deficit),2010,1641
Kapiti Coast District,01 Rates,2011,46070
Kapiti Coast District,02 Development Contributions,2011,1500
Kapiti Coast District,03 Subsidies,2011,2373
Kapiti Coast District,04 Investment Income,2011,0
Kapiti Coast District,05 Vested Assets,2011,2000
Kapiti Coast District,06 Other Income,2011,10180
Kapiti Coast District,07 Total Income,2011,62123
Kapiti Coast District,08 Direct Costs,2011,35587
Kapiti Coast District,09 Interest,2011,11531
Kapiti Coast District,10 Depreciation,2011,13058
Kapiti Coast District,11 Other Expense,2011,0
Kapiti Coast District,12 Total Expenditure,2011,60176
Kapiti Coast District,13 Net Surplus/(Deficit),2011,1947
Kapiti Coast District,01 Rates,2012,51426
Kapiti Coast District,02 Development Contributions,2012,1500
Kapiti Coast District,03 Subsidies,2012,2433
Kapiti Coast District,04 Investment Income,2012,0
Kapiti Coast District,05 Vested Assets,2012,2000
Kapiti Coast District,06 Other Income,2012,10766
Kapiti Coast District,07 Total Income,2012,68125
Kapiti Coast District,08 Direct Costs,2012,37327
Kapiti Coast District,09 Interest,2012,12633
Kapiti Coast District,10 Depreciation,2012,14978
Kapiti Coast District,11 Other Expense,2012,0
Kapiti Coast District,12 Total Expenditure,2012,64938
Kapiti Coast District,13 Net Surplus/(Deficit),2012,3187
Kapiti Coast District,01 Rates,2013,54676
Kapiti Coast District,02 Development Contributions,2013,1500
Kapiti Coast District,03 Subsidies,2013,2493
Kapiti Coast District,04 Investment Income,2013,0
Kapiti Coast District,05 Vested Assets,2013,2000
Kapiti Coast District,06 Other Income,2013,10984
Kapiti Coast District,07 Total Income,2013,71653
Kapiti Coast District,08 Direct Costs,2013,37229
Kapiti Coast District,09 Interest,2013,13742
Kapiti Coast District,10 Depreciation,2013,15688
Kapiti Coast District,11 Other Expense,2013,0
Kapiti Coast District,12 Total Expenditure,2013,66659
Kapiti Coast District,13 Net Surplus/(Deficit),2013,4994
Kapiti Coast District,01 Rates,2014,59507
Kapiti Coast District,02 Development Contributions,2014,1500
Kapiti Coast District,03 Subsidies,2014,2556
Kapiti Coast District,04 Investment Income,2014,0
Kapiti Coast District,05 Vested Assets,2014,2000
Kapiti Coast District,06 Other Income,2014,11063
Kapiti Coast District,07 Total Income,2014,76626
Kapiti Coast District,08 Direct Costs,2014,38255
Kapiti Coast District,09 Interest,2014,14515
Kapiti Coast District,10 Depreciation,2014,16866
Kapiti Coast District,11 Other Expense,2014,0
Kapiti Coast District,12 Total Expenditure,2014,69636
Kapiti Coast District,13 Net Surplus/(Deficit),2014,6990
Kapiti Coast District,01 Rates,2015,62266
Kapiti Coast District,02 Development Contributions,2015,1500
Kapiti Coast District,03 Subsidies,2015,2620
Kapiti Coast District,04 Investment Income,2015,0
Kapiti Coast District,05 Vested Assets,2015,2000
Kapiti Coast District,06 Other Income,2015,11165
Kapiti Coast District,07 Total Income,2015,79551
Kapiti Coast District,08 Direct Costs,2015,39272
Kapiti Coast District,09 Interest,2015,14102
Kapiti Coast District,10 Depreciation,2015,18234
Kapiti Coast District,11 Other Expense,2015,0
Kapiti Coast District,12 Total Expenditure,2015,71608
Kapiti Coast District,13 Net Surplus/(Deficit),2015,7943
Kapiti Coast District,01 Rates,2016,63370
Kapiti Coast District,02 Development Contributions,2016,1500
Kapiti Coast District,03 Subsidies,2016,2685
Kapiti Coast District,04 Investment Income,2016,0
Kapiti Coast District,05 Vested Assets,2016,2000
Kapiti Coast District,06 Other Income,2016,11737
