Votes,Prec. Count,Party,Dist. Type,Dist. Code,Contest Name,Cand. Num,Cand. Name,Vote for,Ref
279,8,REP,,,Supervisor WEST DEER,3,Joyce A. Romig,4,
277,8,REP,,,Supervisor WEST DEER,4,James M. Cesnick,4,
333,8,REP,,,Supervisor WEST DEER,5,Shirley Hollibaugh,4,
27,8,REP,,,Supervisor WEST DEER,6,WRITE-IN,4,
221,8,REP,,,Supervisor PINE,1,Frank J. Spagnolo,3,
212,8,REP,,,Supervisor PINE,2,Philip D. Henry,3,
179,8,REP,,,Supervisor PINE,3,Pasquale Avolio,3,
1,8,REP,,,Supervisor PINE,4,WRITE-IN,3,
48,1,REP,,,Supervisor INDIANA DISTRICT 1,1,Paul Jorgensen,1,
1,1,REP,,,Supervisor INDIANA DISTRICT 1,2,WRITE-IN,1,
55,1,REP,,,Supervisor INDIANA DISTRICT 2,1,Albert Fredrik Kaan,1,
0,1,REP,,,Supervisor INDIANA DISTRICT 2,2,WRITE-IN,1,
33,1,REP,,,Supervisor INDIANA DISTRICT 3,1,Darrin J. Krally,1,
2,1,REP,,,Supervisor INDIANA DISTRICT 3,2,WRITE-IN,1,
59,1,REP,,,Supervisor INDIANA DISTRICT 4,1,Daniel L. Taylor,1,
2,1,REP,,,Supervisor INDIANA DISTRICT 4,2,WRITE-IN,1,
174,2,REP,,,Supervisor RICHLAND SUPERVISOR 3,1,George P. Allen,1,
0,2,REP,,,Supervisor RICHLAND SUPERVISOR 3,2,WRITE-IN,1,
175,2,REP,,,Supervisor RICHLAND SUPERVISOR 4,1,Raymond P. Kendrick,1,
0,2,REP,,,Supervisor RICHLAND SUPERVISOR 4,2,WRITE-IN,1,
12,1,REP,,,Constable ALEPPO,1,WRITE-IN,2,
6,2,REP,,,Constable BALDWIN TOWNSHIP,1,WRITE-IN,2,
5,4,REP,,,Constable COLLIER,1,WRITE-IN,2,
46,2,REP,,,Constable CRESCENT,1,WRITE-IN,2,
3,2,REP,,,Constable EAST DEER,1,WRITE-IN,2,
338,11,REP,,,Constable ELIZABETH TOWNSHIP,1,John Cray,2,
396,11,REP,,,Constable ELIZABETH TOWNSHIP,2,"Edward J. Campbell, Jr.",2,
24,11,REP,,,Constable ELIZABETH TOWNSHIP,3,WRITE-IN,2,
7,11,REP,,,Constable HARRISON,1,WRITE-IN,2,
22,7,REP,,,Constable KENNEDY,1,WRITE-IN,2,
1,2,REP,,,Constable LEET,1,WRITE-IN,2,
1409,21,REP,,,Constable MCCANDLESS,1,William E. Hugus,2,
1484,21,REP,,,Constable MCCANDLESS,2,Nathan J. Wolfe,2,
3,21,REP,,,Constable MCCANDLESS,3,WRITE-IN,2,
1119,38,REP,,,Constable MT LEBANON,1,Dimitro C. Kulik,2,
22,38,REP,,,Constable MT LEBANON,2,WRITE-IN,2,
3,3,REP,,,Constable NEVILLE,1,WRITE-IN,2,
33,13,REP,,,Constable NORTH VERSAILLES,1,WRITE-IN,2,
35,10,REP,,,Constable OHARA,1,WRITE-IN,2,
910,50,REP,,,Constable PENN HILLS,1,Michael A. Sepelyak,2,
49,50,REP,,,Constable PENN HILLS,2,WRITE-IN,2,
12,4,REP,,,Constable RESERVE,1,WRITE-IN,2,
13,9,REP,,,Constable ROBINSON,1,WRITE-IN,2,
166,33,REP,,,Constable ROSS,1,WRITE-IN,2,
79,18,REP,,,Constable SCOTT,1,WRITE-IN,2,
79,34,REP,,,Constable SHALER,1,WRITE-IN,2,
415,12,REP,,,Constable SOUTH FAYETTE,1,Mark Lyons,2,
13,12,REP,,,Constable SOUTH FAYETTE,2,WRITE-IN,2,
0,1,REP,,,Constable SOUTH VERSAILLES,1,WRITE-IN,2,
0,1,REP,,,Constable SPRINGDALE TOWNSHIP,1,WRITE-IN,2,
8,11,REP,,,Constable STOWE,1,WRITE-IN,2,
27,18,REP,,,Constable UPPER ST CLAIR,1,WRITE-IN,2,
7,7,REP,,,Constable WILKINS,1,WRITE-IN,2,
8,3,REP,,,Constable ASPINWALL,1,WRITE-IN,1,
56,18,REP,,,Constable BALDWIN BOROUGH,1,WRITE-IN,1,
55,1,REP,,,Constable BELL ACRES,1,Robert A. Marek,1,
0,1,REP,,,Constable BELL ACRES,2,WRITE-IN,1,
4,2,REP,,,Constable BEN AVON,1,WRITE-IN,1,
1,1,REP,,,Constable BEN AVON HEIGHTS,1,WRITE-IN,1,
4,1,REP,,,Constable BLAWNOX,1,WRITE-IN,1,
2,2,REP,,,Constable BRADDOCK HILLS,1,WRITE-IN,1,
2,1,REP,,,Constable BRADFORD WOODS,1,WRITE-IN,1,
20,10,REP,,,Constable BRENTWOOD,1,WRITE-IN,1,
7,4,REP,,,Constable BRIDGEVILLE,1,WRITE-IN,1,
8,8,REP,,,Constable CASTLE SHANNON,1,WRITE-IN,1,
1,1,REP,,,Constable CHALFANT,1,WRITE-IN,1,
2,2,REP,,,Constable CHESWICK,1,WRITE-IN,1,
0,4,REP,,,Constable CHURCHILL,1,WRITE-IN,1,
100,6,REP,,,Constable CRAFTON,1,Kevin Argauer,1,
2,6,REP,,,Constable CRAFTON,2,WRITE-IN,1,
17,10,REP,,,Constable DORMONT,1,WRITE-IN,1,
9,3,REP,,,Constable DRAVOSBURG,1,WRITE-IN,1,
5,3,REP,,,Constable EAST MCKEESPORT,1,WRITE-IN,1,
0,3,REP,,,Constable EDGEWOOD,1,WRITE-IN,1,
1,2,REP,,,Constable EDGEWORTH,1,WRITE-IN,1,
10,1,REP,,,Constable ELIZABETH BOROUGH,1,WRITE-IN,1,
47,2,REP,,,Constable EMSWORTH,1,Samuel Kochefski,1,
7,2,REP,,,Constable EMSWORTH,2,WRITE-IN,1,
1,2,REP,,,Constable FAWN,1,WRITE-IN,1,
9,3,REP,,,Constable FINDLAY,1,WRITE-IN,1,
5,8,REP,,,Constable FOREST HILLS,1,WRITE-IN,1,
1,4,REP,,,Constable FORWARD,1,WRITE-IN,1,
276,5,REP,,,Constable FOX CHAPEL,1,Nelson L. Person,1,
0,5,REP,,,Constable FOX CHAPEL,2,WRITE-IN,1,
2,1,REP,,,Constable FRAZER,1,WRITE-IN,1,
0,6,REP,,,Constable GLASSPORT,1,WRITE-IN,1,
5,1,REP,,,Constable GLENFIELD,1,WRITE-IN,1,
194,4,REP,,,Constable GREEN TREE,1,Robert C. McWilliams,1,
7,4,REP,,,Constable GREEN TREE,2,WRITE-IN,1,
483,13,REP,,,Constable HAMPTON,1,Daniel J. Glock,1,
336,13,REP,,,Constable HAMPTON,2,Eric Weddell,1,
0,13,REP,,,Constable HAMPTON,3,WRITE-IN,1,
2,3,REP,,,Constable HARMAR,1,WRITE-IN,1,
6,1,REP,,,Constable HAYSVILLE,1,WRITE-IN,1,
7,1,REP,,,Constable HEIDELBERG,1,WRITE-IN,1,
46,5,REP,,,Constable INDIANA,1,WRITE-IN,1,
11,3,REP,,,Constable INGRAM,1,WRITE-IN,1,
24,8,REP,,,Constable JEFFERSON HILLS,1,WRITE-IN,1,
36,1,REP,,,Constable KILBUCK,1,WRITE-IN,1,
46,1,REP,,,Constable LEETSDALE,1,WRITE-IN,1,
81,2,REP,,,Constable LIBERTY,1,"Brandon P. Nolder, Sr.",1,
4,2,REP,,,Constable LIBERTY,2,WRITE-IN,1,
7,1,REP,,,Constable LINCOLN,1,WRITE-IN,1,
274,6,REP,,,Constable MARSHALL,1,Earl V. Bragunier,1,
1,6,REP,,,Constable MARSHALL,2,WRITE-IN,1,
0,1,REP,,,Constable MCDONALD,1,WRITE-IN,1,
2,5,REP,,,Constable MILLVALE,1,WRITE-IN,1,
24,13,REP,,,Constable MOON,1,WRITE-IN,1,
2,4,REP,,,Constable MT OLIVER,1,WRITE-IN,1,
84,12,REP,,,Constable MUNHALL,1,WRITE-IN,1,
8,5,REP,,,Constable NORTH FAYETTE,1,WRITE-IN,1,
30,2,REP,,,Constable OAKDALE,1,Lyle Grover,1,
3,2,REP,,,Constable OAKDALE,2,WRITE-IN,1,
9,6,REP,,,Constable OAKMONT,1,WRITE-IN,1,
5,3,REP,,,Constable OHIO,1,WRITE-IN,1,
3,1,REP,,,Constable GLEN OSBORNE,1,WRITE-IN,1,
30,8,REP,,,Constable PINE,1,WRITE-IN,1,
34,3,REP,,,Constable PITCAIRN,1,WRITE-IN,1,
328,10,REP,,,Constable PLEASANT HILLS,1,Connor McGrail,1,
4,10,REP,,,Constable PLEASANT HILLS,2,WRITE-IN,1,
925,21,REP,,,Constable PLUM,1,Fred Bruce,1,
4,21,REP,,,Constable PLUM,2,WRITE-IN,1,
9,4,REP,,,Constable PORT VUE,1,WRITE-IN,1,
626,8,REP,,,Constable RICHLAND,1,Vince J. Bacho,1,
5,8,REP,,,Constable RICHLAND,2,WRITE-IN,1,
25,1,REP,,,Constable ROSSLYN FARMS,1,Charles J. Arcoletti,1,
0,1,REP,,,Constable ROSSLYN FARMS,2,WRITE-IN,1,
1,1,REP,,,Constable SEWICKLEY HEIGHTS,1,WRITE-IN,1,
31,1,REP,,,Constable SEWICKLEY HILLS,1,Allen Dufala,1,
15,1,REP,,,Constable SEWICKLEY HILLS,2,Richard H. Meister,1,
1,1,REP,,,Constable SEWICKLEY HILLS,3,WRITE-IN,1,
0,3,REP,,,Constable SHARPSBURG,1,WRITE-IN,1,
24,12,REP,,,Constable SOUTH PARK,1,WRITE-IN,1,
6,4,REP,,,Constable SPRINGDALE BOROUGH,1,WRITE-IN,1,
3,11,REP,,,Constable SWISSVALE,1,WRITE-IN,1,
1,1,REP,,,Constable THORNBURG,1,WRITE-IN,1,
2,1,REP,,,Constable TRAFFORD,1,Zackery L. Cole,1,
0,1,REP,,,Constable TRAFFORD,2,WRITE-IN,1,
13,3,REP,,,Constable VERONA,1,WRITE-IN,1,
7,2,REP,,,Constable VERSAILLES,1,WRITE-IN,1,
2,1,REP,,,Constable WALL,1,WRITE-IN,1,
24,8,REP,,,Constable WEST DEER,1,WRITE-IN,1,
2,1,REP,,,Constable WEST ELIZABETH,1,WRITE-IN,1,
0,3,REP,,,Constable WEST HOMESTEAD,1,WRITE-IN,1,
238,21,REP,,,Constable WEST MIFFLIN,1,John Edward Koczka,1,
41,21,REP,,,Constable WEST MIFFLIN,2,WRITE-IN,1,
3,7,REP,,,Constable WEST VIEW,1,WRITE-IN,1,
0,2,REP,,,Constable WHITAKER,1,WRITE-IN,1,
14,16,REP,,,Constable WHITEHALL,1,WRITE-IN,1,
10,7,REP,,,Constable WHITE OAK,1,WRITE-IN,1,
4,2,REP,,,Constable WILMERDING,1,WRITE-IN,1,
0,1,REP,,,Constable PENNSBURY VILLAGE,1,WRITE-IN,1,
1,1,REP,,,Constable AVALON WARD 1,1,WRITE-IN,1,
1,2,REP,,,Constable AVALON WARD 2,1,WRITE-IN,1,
2,3,REP,,,Constable AVALON WARD 3,1,WRITE-IN,1,
14,2,REP,,,Constable BELLEVUE WARD 1,1,WRITE-IN,1,
4,2,REP,,,Constable BELLEVUE WARD 2,1,WRITE-IN,1,
10,2,REP,,,Constable BELLEVUE WARD 3,1,WRITE-IN,1,
2,3,REP,,,Constable BETHEL PARK WARD 1,1,WRITE-IN,1,
9,3,REP,,,Constable BETHEL PARK WARD 2,1,WRITE-IN,1,
16,3,REP,,,Constable BETHEL PARK WARD 3,1,WRITE-IN,1,
7,3,REP,,,Constable BETHEL PARK WARD 4,1,WRITE-IN,1,
20,3,REP,,,Constable BETHEL PARK WARD 5,1,WRITE-IN,1,
5,3,REP,,,Constable BETHEL PARK WARD 6,1,WRITE-IN,1,
257,3,REP,,,Constable BETHEL PARK WARD 7,1,Matthew Ryan Verghies,1,
3,3,REP,,,Constable BETHEL PARK WARD 7,2,WRITE-IN,1,
13,4,REP,,,Constable BETHEL PARK WARD 8,1,WRITE-IN,1,
4,3,REP,,,Constable BETHEL PARK WARD 9,1,WRITE-IN,1,
1,1,REP,,,Constable BRACKENRIDGE WARD 1,1,WRITE-IN,1,
25,1,REP,,,Constable BRACKENRIDGE WARD 2,1,David A. Zembrowski,1,
0,1,REP,,,Constable BRACKENRIDGE WARD 2,2,WRITE-IN,1,
1,1,REP,,,Constable BRACKENRIDGE WARD 3,1,WRITE-IN,1,
0,1,REP,,,Constable BRADDOCK WARD 1,1,WRITE-IN,1,
0,1,REP,,,Constable BRADDOCK WARD 2,1,WRITE-IN,1,
0,1,REP,,,Constable BRADDOCK WARD 3,1,WRITE-IN,1,
8,4,REP,,,Constable CARNEGIE WARD 1,1,WRITE-IN,1,
5,4,REP,,,Constable CARNEGIE WARD 2,1,WRITE-IN,1,
2,3,REP,,,Constable CLAIRTON WARD 1,1,WRITE-IN,1,
0,3,REP,,,Constable CLAIRTON WARD 2,1,WRITE-IN,1,
0,3,REP,,,Constable CLAIRTON WARD 3,1,WRITE-IN,1,
0,3,REP,,,Constable CLAIRTON WARD 4,1,WRITE-IN,1,
0,2,REP,,,Constable CORAOPOLIS WARD 1,1,WRITE-IN,1,
3,1,REP,,,Constable CORAOPOLIS WARD 2,1,WRITE-IN,1,
5,2,REP,,,Constable CORAOPOLIS WARD 3,1,WRITE-IN,1,
2,2,REP,,,Constable CORAOPOLIS WARD 4,1,WRITE-IN,1,
3,4,REP,,,Constable DUQUESNE WARD 1,1,WRITE-IN,1,
3,3,REP,,,Constable DUQUESNE WARD 2,1,WRITE-IN,1,
1,3,REP,,,Constable DUQUESNE WARD 3,1,WRITE-IN,1,
0,1,REP,,,Constable EAST PITTSBURGH WARD 1,1,WRITE-IN,1,
5,1,REP,,,Constable EAST PITTSBURGH WARD 2,1,WRITE-IN,1,
1,1,REP,,,Constable EAST PITTSBURGH WARD 3,1,WRITE-IN,1,
1,1,REP,,,Constable ETNA WARD 1,1,WRITE-IN,1,
0,1,REP,,,Constable ETNA WARD 2,1,WRITE-IN,1,
0,1,REP,,,Constable ETNA WARD 3,1,WRITE-IN,1,
5,3,REP,,,Constable FRANKLIN PARK WARD 1,1,WRITE-IN,1,
3,3,REP,,,Constable FRANKLIN PARK WARD 2,1,WRITE-IN,1,
4,3,REP,,,Constable FRANKLIN PARK WARD 3,1,WRITE-IN,1,
0,2,REP,,,Constable HOMESTEAD WARD 1,1,WRITE-IN,1,
0,2,REP,,,Constable HOMESTEAD WARD 2,1,WRITE-IN,1,
0,2,REP,,,Constable HOMESTEAD WARD 3,1,WRITE-IN,1,
0,1,REP,,,Constable MCKEESPORT WARD 1,1,WRITE-IN,1,
1,1,REP,,,Constable MCKEESPORT WARD 2,1,WRITE-IN,1,
0,2,REP,,,Constable MCKEESPORT WARD 3,1,WRITE-IN,1,
0,1,REP,,,Constable MCKEESPORT WARD 4,1,WRITE-IN,1,
0,1,REP,,,Constable MCKEESPORT WARD 5,1,WRITE-IN,1,
0,2,REP,,,Constable MCKEESPORT WARD 6,1,WRITE-IN,1,
3,7,REP,,,Constable MCKEESPORT WARD 7,1,WRITE-IN,1,
1,6,REP,,,Constable MCKEESPORT WARD 8,1,WRITE-IN,1,
2,3,REP,,,Constable MCKEESPORT WARD 9,1,WRITE-IN,1,
0,2,REP,,,Constable MCKEESPORT WARD 10,1,WRITE-IN,1,
2,3,REP,,,Constable MCKEESPORT WARD 11,1,WRITE-IN,1,
5,3,REP,,,Constable MCKEESPORT WARD 12,1,WRITE-IN,1,
1,2,REP,,,Constable MCKEES ROCKS WARD 1,1,WRITE-IN,1,
0,2,REP,,,Constable MCKEES ROCKS WARD 2,1,WRITE-IN,1,
8,3,REP,,,Constable MCKEES ROCKS WARD 3,1,WRITE-IN,1,
2,4,REP,,,Constable MONROEVILLE WARD 1,1,WRITE-IN,1,
38,3,REP,,,Constable MONROEVILLE WARD 2,1,WRITE-IN,1,
3,4,REP,,,Constable MONROEVILLE WARD 3,1,WRITE-IN,1,
3,3,REP,,,Constable MONROEVILLE WARD 4,1,WRITE-IN,1,
4,4,REP,,,Constable MONROEVILLE WARD 5,1,WRITE-IN,1,
5,4,REP,,,Constable MONROEVILLE WARD 6,1,WRITE-IN,1,
1,3,REP,,,Constable MONROEVILLE WARD 7,1,WRITE-IN,1,
1,3,REP,,,Constable NORTH BRADDOCK WARD 1,1,WRITE-IN,1,
3,2,REP,,,Constable NORTH BRADDOCK WARD 2,1,WRITE-IN,1,
2,2,REP,,,Constable NORTH BRADDOCK WARD 3,1,WRITE-IN,1,
1,2,REP,,,Constable PITTSBURGH WARD 1,1,WRITE-IN,1,
0,2,REP,,,Constable PITTSBURGH WARD 2,1,WRITE-IN,1,
0,5,REP,,,Constable PITTSBURGH WARD 3,1,WRITE-IN,1,
7,19,REP,,,Constable PITTSBURGH WARD 4,1,WRITE-IN,1,
6,18,REP,,,Constable PITTSBURGH WARD 5,1,WRITE-IN,1,
3,5,REP,,,Constable PITTSBURGH WARD 6,1,WRITE-IN,1,
5,14,REP,,,Constable PITTSBURGH WARD 7,1,WRITE-IN,1,
3,13,REP,,,Constable PITTSBURGH WARD 8,1,WRITE-IN,1,
1,9,REP,,,Constable PITTSBURGH WARD 9,1,WRITE-IN,1,
4,19,REP,,,Constable PITTSBURGH WARD 10,1,WRITE-IN,1,
6,18,REP,,,Constable PITTSBURGH WARD 11,1,WRITE-IN,1,
0,16,REP,,,Constable PITTSBURGH WARD 12,1,WRITE-IN,1,
1,19,REP,,,Constable PITTSBURGH WARD 13,1,WRITE-IN,1,
24,41,REP,,,Constable PITTSBURGH WARD 14,1,WRITE-IN,1,
8,19,REP,,,Constable PITTSBURGH WARD 15,1,WRITE-IN,1,
0,11,REP,,,Constable PITTSBURGH WARD 16,1,WRITE-IN,1,
6,8,REP,,,Constable PITTSBURGH WARD 17,1,WRITE-IN,1,
0,11,REP,,,Constable PITTSBURGH WARD 18,1,WRITE-IN,1,
24,38,REP,,,Constable PITTSBURGH WARD 19,1,WRITE-IN,1,
13,18,REP,,,Constable PITTSBURGH WARD 20,1,WRITE-IN,1,
1,4,REP,,,Constable PITTSBURGH WARD 21,1,WRITE-IN,1,
0,4,REP,,,Constable PITTSBURGH WARD 22,1,WRITE-IN,1,
1,3,REP,,,Constable PITTSBURGH WARD 23,1,WRITE-IN,1,
6,6,REP,,,Constable PITTSBURGH WARD 24,1,WRITE-IN,1,
3,7,REP,,,Constable PITTSBURGH WARD 25,1,WRITE-IN,1,
6,17,REP,,,Constable PITTSBURGH WARD 26,1,WRITE-IN,1,
8,13,REP,,,Constable PITTSBURGH WARD 27,1,WRITE-IN,1,
5,11,REP,,,Constable PITTSBURGH WARD 28,1,WRITE-IN,1,
8,12,REP,,,Constable PITTSBURGH WARD 29,1,WRITE-IN,1,
3,5,REP,,,Constable PITTSBURGH WARD 30,1,WRITE-IN,1,
1,7,REP,,,Constable PITTSBURGH WARD 31,1,WRITE-IN,1,
9,8,REP,,,Constable PITTSBURGH WARD 32,1,WRITE-IN,1,
0,1,REP,,,Constable RANKIN WARD 1,1,WRITE-IN,1,
0,1,REP,,,Constable RANKIN WARD 2,1,WRITE-IN,1,
1,1,REP,,,Constable RANKIN WARD 3,1,WRITE-IN,1,
2,1,REP,,,Constable SEWICKLEY WARD 1,1,WRITE-IN,1,
1,2,REP,,,Constable SEWICKLEY WARD 2,1,WRITE-IN,1,
2,1,REP,,,Constable SEWICKLEY WARD 3,1,WRITE-IN,1,
1,2,REP,,,Constable TARENTUM WARD 1,1,WRITE-IN,1,
3,1,REP,,,Constable TARENTUM WARD 2,1,WRITE-IN,1,
1,2,REP,,,Constable TARENTUM WARD 3,1,WRITE-IN,1,
1,2,REP,,,Constable TURTLE CREEK WARD 1,1,WRITE-IN,1,
1,2,REP,,,Constable TURTLE CREEK WARD 2,1,WRITE-IN,1,
0,2,REP,,,Constable TURTLE CREEK WARD 3,1,WRITE-IN,1,
0,6,REP,,,Constable WILKINSBURG WARD 1,1,WRITE-IN,1,
2,5,REP,,,Constable WILKINSBURG WARD 2,1,WRITE-IN,1,
12,6,REP,,,Constable WILKINSBURG WARD 3,1,WRITE-IN,1,
898,6,,MUN,107,Bellevue Question,1,Yes,1,Y
526,6,,MUN,107,Bellevue Question,2,No,1,Y
1166,17,,MUN,228,Wilkinsburg Question,1,Yes,1,Y
768,17,,MUN,228,Wilkinsburg Question,2,No,1,Y
