SAMPLE_NO,YEAR,LABNO,EASTING,NORTHING,TIO2,V,CO,GA,RB,SR,Y,ZR,NB,BI,TH,AG,CS,LA
551607,1996,5609,201690,344880,0.574,55.0,42.0,8.0,36.0,66.0,17.0,531.0,12.7,0.25,6.20,1.00,,38.0
551608,1996,5609,251050,340500,0.950,85.0,5.0,14.0,65.0,49.0,20.0,1043.0,18.3,0.25,9.30,0.50,0.5,33.0
551609,1996,5609,250700,341700,0.725,120.0,16.0,18.0,89.0,258.0,21.0,237.0,15.3,0.25,9.10,0.50,4.0,35.0
551611,1996,5609,250640,330950,0.689,76.0,21.0,11.0,52.0,110.0,21.0,391.0,14.2,0.25,7.40,0.50,0.5,33.0
551612,1996,5609,248480,328400,0.475,40.0,8.0,9.0,55.0,343.0,18.0,561.0,13.2,0.25,7.20,0.50,1.0,20.0
551613,1996,5609,251820,345390,0.990,117.0,22.0,16.0,72.0,63.0,21.0,1337.0,17.3,0.25,10.50,0.50,1.0,36.0
551614,1996,5609,246300,328950,0.570,70.0,13.0,14.0,76.0,346.0,20.0,210.0,14.5,0.25,8.30,0.50,3.0,32.0
551615,1996,5609,219100,332710,0.546,64.0,14.0,13.0,63.0,371.0,21.0,443.0,14.1,0.25,8.10,0.50,0.5,29.0
551616,1996,5609,217940,333450,0.573,76.0,14.0,14.0,69.0,351.0,18.0,296.0,13.5,0.25,8.10,0.50,1.0,32.0
551617,1996,5609,218200,332800,0.745,100.0,19.0,17.0,93.0,293.0,18.0,345.0,16.4,0.25,9.20,0.50,3.0,40.0
551618,1996,5609,221090,330690,0.842,130.0,21.0,20.0,96.0,340.0,25.0,303.0,19.3,0.60,10.30,0.50,4.0,48.0
551619,1996,5609,221180,332220,0.672,73.0,16.0,13.0,72.0,261.0,25.0,935.0,15.8,0.80,9.10,0.50,2.0,38.0
551620,1996,5609,241780,327560,0.696,81.0,13.0,15.0,80.0,358.0,17.0,277.0,15.7,0.50,8.60,0.50,0.5,34.0
551621,1996,5609,257400,346860,0.591,47.0,16.0,8.0,43.0,54.0,14.0,1098.0,13.6,0.25,6.90,0.50,0.5,18.0
551623,1996,5609,253940,346300,0.846,105.0,19.0,14.0,54.0,61.0,18.0,1067.0,14.9,0.25,8.50,0.50,0.5,34.0
551624,1996,5609,250420,342780,0.803,137.0,31.0,18.0,92.0,129.0,20.0,232.0,15.2,0.25,8.40,0.50,0.5,39.0
551625,1996,5609,251950,341380,1.023,124.0,20.0,20.0,98.0,78.0,24.0,393.0,19.8,0.25,10.80,0.50,3.0,46.0
551626,1996,5609,219450,331520,0.773,98.0,25.0,15.0,75.0,162.0,23.0,508.0,15.8,0.25,8.80,0.50,3.0,43.0
551627,1996,5609,250180,331450,0.535,55.0,18.0,9.0,42.0,144.0,20.0,928.0,12.9,0.25,7.10,0.50,0.5,24.0
551628,1996,5609,222600,333220,0.694,79.0,16.0,17.0,93.0,400.0,22.0,132.0,17.3,0.50,9.80,1.00,3.0,41.0
551629,1996,5609,210980,332820,0.813,229.0,37.0,20.0,77.0,133.0,23.0,350.0,18.0,0.25,9.70,0.50,0.5,53.0
551630,1996,5609,250290,330700,0.562,34.0,5.0,7.0,32.0,220.0,20.0,910.0,13.6,0.60,7.00,0.50,0.5,18.0
551631,1996,5609,249150,332180,0.666,96.0,18.0,13.0,44.0,85.0,64.0,332.0,14.3,0.25,9.10,0.50,1.0,98.0
551632,1996,5609,225150,328910,0.957,115.0,24.0,19.0,113.0,217.0,24.0,413.0,20.3,0.25,11.00,0.50,0.5,43.0
551633,1996,5609,242380,328200,0.675,82.0,16.0,15.0,82.0,632.0,21.0,143.0,16.0,0.25,8.40,0.50,3.0,36.0
551634,1996,5609,254720,344580,0.683,51.0,3.0,8.0,26.0,40.0,10.0,911.0,12.6,0.25,6.30,0.50,1.0,23.0
551635,1996,5609,251700,345110,0.827,92.0,16.0,15.0,81.0,76.0,22.0,836.0,16.9,0.50,9.40,0.50,2.0,37.0
551636,1996,5609,248830,346700,0.609,51.0,24.0,9.0,43.0,60.0,15.0,1056.0,14.3,0.25,7.50,0.50,0.5,24.0
551637,1996,5609,215600,333400,0.514,57.0,16.0,9.0,56.0,127.0,22.0,573.0,14.0,0.25,6.90,0.50,0.5,27.0
551638,1996,5609,243850,327060,0.806,99.0,26.0,13.0,84.0,168.0,23.0,149.0,14.6,0.25,7.80,0.50,0.5,45.0
551639,1996,5609,221600,332320,0.648,67.0,13.0,12.0,65.0,300.0,21.0,885.0,15.3,0.25,8.70,0.50,2.0,33.0
551640,1996,5609,255660,346890,0.840,101.0,44.0,15.0,67.0,100.0,18.0,977.0,16.2,0.25,9.70,0.50,0.5,39.0
551641,1996,5609,224590,329680,0.502,43.0,11.0,8.0,35.0,323.0,22.0,1378.0,13.9,0.60,8.50,0.50,1.0,22.0
551642,1996,5609,241900,327910,0.556,62.0,11.0,11.0,55.0,353.0,21.0,369.0,13.6,0.25,7.30,0.50,0.5,29.0
551643,1996,5609,244650,328180,0.581,64.0,10.0,14.0,78.0,382.0,17.0,393.0,14.0,0.50,8.30,0.50,2.0,28.0
551644,1996,5609,241100,328950,0.535,59.0,15.0,9.0,54.0,88.0,16.0,215.0,12.7,0.25,6.30,0.50,0.5,25.0
551645,1996,5609,226480,330050,0.650,71.0,21.0,12.0,55.0,179.0,23.0,973.0,15.2,0.60,8.70,0.50,0.5,33.0
551646,1996,5609,224880,330100,0.835,127.0,22.0,19.0,97.0,171.0,26.0,423.0,18.2,0.25,10.30,0.50,2.0,47.0
551647,1996,5609,251380,341810,0.714,50.0,13.0,8.0,41.0,44.0,17.0,1829.0,15.1,0.25,8.70,0.50,0.5,21.0
551648,1996,5609,250810,345410,0.713,66.0,27.0,10.0,47.0,77.0,15.0,912.0,14.2,0.25,7.40,0.50,0.5,27.0
551649,1996,5609,222470,331050,0.606,81.0,15.0,15.0,70.0,313.0,21.0,252.0,15.1,0.25,8.20,0.50,2.0,29.0
551650,1996,5609,242900,328550,0.450,32.0,3.0,8.0,38.0,274.0,14.0,440.0,12.2,0.25,6.50,0.50,0.5,15.0
551651,1996,5609,253000,345350,0.764,91.0,11.0,12.0,35.0,104.0,25.0,389.0,12.9,0.25,7.30,0.50,1.0,53.0
551652,1996,5609,247650,346000,0.245,16.0,1.0,4.0,14.0,162.0,8.0,342.0,9.7,0.25,5.00,0.50,3.0,7.0
551653,1996,5609,249350,332450,0.866,82.0,15.0,12.0,57.0,211.0,21.0,489.0,15.8,0.25,7.00,0.50,1.0,24.0
551654,1996,5609,223710,333700,0.846,126.0,21.0,22.0,109.0,269.0,26.0,169.0,19.2,0.25,10.60,0.50,5.0,50.0
551655,1996,5609,247500,329700,0.611,60.0,16.0,11.0,57.0,213.0,23.0,485.0,13.9,0.25,7.60,0.50,0.5,30.0
551656,1996,5609,219520,333800,0.518,58.0,13.0,10.0,46.0,258.0,20.0,889.0,13.1,0.25,7.80,0.50,0.5,28.0
551657,1996,5609,251240,346570,0.886,58.0,4.0,10.0,36.0,62.0,16.0,651.0,19.0,0.25,7.20,0.50,0.5,28.0
551658,1996,5609,242000,327200,0.658,77.0,14.0,14.0,71.0,311.0,21.0,228.0,15.0,0.25,8.10,0.50,2.0,36.0
551659,1996,5609,249890,344990,0.672,44.0,4.0,8.0,36.0,35.0,12.0,933.0,13.7,0.25,7.10,0.50,0.5,22.0
551660,1996,5609,251200,340060,0.964,111.0,26.0,15.0,65.0,74.0,21.0,510.0,16.9,0.25,9.50,0.50,0.5,36.0
551661,1996,5609,250320,346690,0.783,66.0,7.0,11.0,49.0,54.0,16.0,1030.0,19.8,0.25,7.80,0.50,0.5,26.0
551662,1996,5609,219200,335230,0.523,57.0,11.0,12.0,53.0,352.0,20.0,377.0,14.3,0.50,7.70,1.00,0.5,26.0
551663,1996,5609,248150,331500,0.607,56.0,24.0,8.0,33.0,75.0,18.0,1158.0,13.0,0.25,7.00,0.50,0.5,29.0
551664,1996,5609,247690,345480,0.713,66.0,37.0,11.0,44.0,103.0,21.0,799.0,16.0,0.25,7.70,0.50,,31.0
551665,1996,5609,216500,334100,0.470,56.0,14.0,10.0,50.0,210.0,20.0,1104.0,12.5,0.25,7.30,1.00,0.5,28.0
551666,1996,5609,248820,344940,0.709,62.0,18.0,10.0,46.0,42.0,15.0,829.0,14.9,0.25,8.00,0.50,0.5,29.0
551667,1996,5609,202700,345500,0.534,49.0,14.0,8.0,38.0,33.0,16.0,955.0,12.7,0.25,7.40,0.50,0.5,27.0
551669,1996,5609,204390,343700,0.542,23.0,5.0,6.0,26.0,27.0,18.0,1674.0,12.9,0.25,7.50,0.50,0.5,22.0
551670,1996,5609,249300,345850,0.936,119.0,35.0,20.0,97.0,83.0,25.0,433.0,21.3,0.25,10.40,0.50,0.5,46.0
551671,1996,5609,254810,347120,0.893,140.0,46.0,20.0,96.0,91.0,17.0,607.0,17.0,0.25,10.00,0.50,,39.0
551672,1996,5609,217000,332080,0.460,53.0,11.0,7.0,31.0,66.0,17.0,884.0,11.1,0.25,4.30,0.50,0.5,22.0
551673,1996,5609,239890,328380,0.708,90.0,14.0,15.0,79.0,306.0,22.0,169.0,15.1,0.25,8.60,0.50,3.0,39.0
551674,1996,5609,253620,346890,0.590,48.0,7.0,7.0,22.0,40.0,8.0,687.0,11.0,0.25,5.60,0.50,0.5,17.0
551676,1996,5609,243250,323920,0.427,55.0,16.0,6.0,26.0,215.0,6.0,13.0,8.2,0.25,4.30,0.50,0.5,24.0
551677,1996,5609,250270,341480,0.897,131.0,21.0,18.0,100.0,137.0,24.0,349.0,17.3,0.25,9.80,0.50,2.0,44.0
551679,1996,5609,246140,347000,0.769,68.0,15.0,12.0,69.0,118.0,24.0,678.0,15.6,0.25,8.30,0.50,0.5,34.0
551680,1996,5609,218670,333920,0.693,75.0,16.0,15.0,78.0,276.0,22.0,489.0,15.1,0.25,8.80,0.50,0.5,37.0
551681,1996,5609,243250,323920,0.433,56.0,15.0,6.0,24.0,184.0,5.0,32.0,8.0,0.25,4.40,0.50,0.5,26.0
551682,1996,5609,247950,329190,0.245,26.0,11.0,4.0,14.0,165.0,4.0,0.4,7.7,0.25,4.10,0.50,,11.0
551683,1996,5609,255850,346120,0.634,46.0,22.0,7.0,29.0,59.0,13.0,1070.0,13.2,0.25,6.90,0.50,0.5,19.0
551684,1996,5609,257890,346920,0.492,53.0,9.0,7.0,27.0,75.0,11.0,121.0,10.4,0.25,5.20,0.50,0.5,22.0
551685,1996,5609,242880,328150,0.578,77.0,11.0,15.0,69.0,345.0,23.0,158.0,14.9,0.25,8.20,0.50,0.5,35.0
551687,1996,5609,244700,329840,0.562,44.0,3.0,8.0,33.0,120.0,15.0,519.0,12.3,0.25,6.40,0.50,0.5,21.0
551688,1996,5609,249200,344390,0.845,169.0,24.0,28.0,102.0,81.0,45.0,142.0,18.7,0.25,13.20,0.50,5.0,87.0
551689,1996,5609,255500,345540,0.821,102.0,20.0,13.0,48.0,65.0,16.0,781.0,15.5,0.25,8.40,0.50,0.5,26.0
551690,1996,5609,245290,327310,0.567,64.0,11.0,12.0,56.0,473.0,20.0,178.0,13.8,0.25,8.00,0.50,0.5,30.0
551691,1996,5609,203320,344590,0.626,58.0,18.0,9.0,43.0,37.0,18.0,1636.0,14.0,0.25,8.50,0.50,0.5,31.0
551692,1996,5609,248880,329430,0.727,79.0,16.0,12.0,51.0,99.0,24.0,226.0,14.0,0.25,7.90,0.50,0.5,41.0
551693,1996,5609,256750,346640,0.816,111.0,21.0,15.0,71.0,100.0,20.0,604.0,15.6,0.25,9.10,0.50,2.0,35.0
551694,1996,5609,220080,335100,0.611,67.0,13.0,15.0,74.0,385.0,20.0,308.0,15.8,0.25,9.30,0.50,1.0,33.0
551695,1996,5609,256610,345710,0.890,91.0,11.0,13.0,49.0,49.0,15.0,792.0,15.6,0.25,8.20,0.50,2.0,29.0
551696,1996,5609,252720,341260,1.035,149.0,32.0,20.0,95.0,75.0,24.0,310.0,18.6,0.25,10.40,0.50,3.0,45.0
551697,1996,5609,253050,346610,0.800,62.0,4.0,11.0,51.0,67.0,18.0,1039.0,15.8,0.25,8.10,0.50,0.5,26.0
551698,1996,5609,220400,333810,0.777,79.0,18.0,14.0,66.0,224.0,23.0,443.0,15.8,0.25,9.40,0.50,0.5,36.0
551699,1996,5609,205340,343700,0.555,48.0,10.0,8.0,33.0,34.0,12.0,306.0,12.9,0.25,6.20,0.50,0.5,22.0
551700,1996,5609,251390,343200,0.674,128.0,24.0,21.0,115.0,263.0,17.0,187.0,15.1,0.25,8.90,0.50,2.0,31.0
551701,1996,5609,245800,332650,0.786,80.0,37.0,11.0,49.0,62.0,18.0,645.0,16.2,0.25,8.00,0.50,0.5,30.0
551702,1996,5609,241990,335140,0.880,72.0,42.0,11.0,41.0,61.0,21.0,1174.0,18.2,0.25,8.60,0.50,0.5,33.0
551703,1996,5609,251360,334090,0.740,72.0,30.0,11.0,50.0,137.0,25.0,702.0,16.5,0.25,8.30,0.50,0.5,36.0
551704,1996,5609,245890,331710,0.593,55.0,25.0,8.0,35.0,65.0,16.0,579.0,13.2,0.25,6.80,0.50,0.5,23.0
551705,1996,5609,241800,332360,0.753,67.0,30.0,9.0,43.0,62.0,20.0,944.0,15.4,0.60,7.70,0.50,0.5,27.0
551706,1996,5609,240590,333410,0.933,82.0,22.0,13.0,53.0,102.0,22.0,538.0,19.9,0.25,8.80,0.50,0.5,38.0
551707,1996,5609,211820,331170,0.962,179.0,6.0,17.0,53.0,74.0,12.0,312.0,18.2,0.25,7.20,0.50,5.0,45.0
551708,1996,5609,211600,332420,0.682,245.0,11.0,15.0,52.0,67.0,16.0,623.0,15.6,0.25,8.30,0.50,0.5,36.0
551709,1996,5609,241570,336800,0.970,96.0,18.0,15.0,71.0,60.0,23.0,501.0,19.0,0.25,9.40,0.50,1.0,36.0
551710,1996,5609,212280,331590,0.814,260.0,32.0,22.0,68.0,99.0,23.0,140.0,18.0,0.25,10.10,0.50,4.0,54.0
551711,1996,5609,246890,333900,0.881,115.0,27.0,14.0,63.0,85.0,21.0,550.0,15.7,0.50,8.10,0.50,1.0,30.0
551712,1996,5609,238350,334060,0.667,78.0,21.0,12.0,63.0,144.0,25.0,414.0,14.7,0.25,7.90,0.50,0.5,35.0
551713,1996,5609,241050,336020,0.813,58.0,11.0,9.0,44.0,50.0,20.0,1202.0,17.6,0.70,7.80,0.50,0.5,27.0
551714,1996,5609,247560,334530,0.699,50.0,13.0,8.0,36.0,49.0,20.0,1259.0,14.5,0.25,7.60,0.50,0.5,23.0
551715,1996,5609,212160,331110,1.037,129.0,4.0,20.0,76.0,83.0,20.0,547.0,22.4,0.25,9.80,0.50,5.0,43.0
551716,1996,5609,250600,338440,0.873,67.0,11.0,10.0,40.0,54.0,20.0,801.0,16.4,0.25,8.00,0.50,0.5,27.0
551718,1996,5609,250100,335110,0.812,70.0,25.0,10.0,43.0,64.0,21.0,1380.0,16.4,0.25,8.70,0.50,0.5,28.0
551719,1996,5609,249030,337610,0.947,101.0,33.0,14.0,62.0,62.0,23.0,679.0,17.3,0.25,9.10,0.50,1.0,37.0
551720,1996,5609,217700,328430,0.884,143.0,53.0,15.0,83.0,285.0,24.0,409.0,16.0,0.25,8.00,0.50,1.0,36.0
551721,1996,5609,216400,328990,0.555,99.0,13.0,17.0,114.0,369.0,12.0,290.0,14.3,0.25,8.00,0.50,9.0,18.0
551722,1996,5609,245640,339250,0.840,70.0,30.0,10.0,50.0,77.0,22.0,848.0,18.2,0.25,8.30,0.50,,31.0
551723,1996,5609,246290,326050,0.336,30.0,6.0,6.0,24.0,435.0,13.0,200.0,9.8,0.25,5.20,0.50,1.0,15.0
551724,1996,5609,253700,335370,0.850,75.0,21.0,11.0,50.0,90.0,24.0,815.0,16.7,0.25,8.30,0.50,0.5,36.0
551725,1996,5609,251920,337950,0.912,77.0,22.0,12.0,49.0,65.0,25.0,737.0,17.3,0.25,8.60,0.50,1.0,37.0
551726,1996,5609,252100,337500,0.819,50.0,14.0,8.0,31.0,51.0,18.0,1227.0,16.1,0.25,7.90,0.50,0.5,24.0
551727,1996,5609,241060,334450,0.923,72.0,19.0,12.0,46.0,66.0,28.0,987.0,19.7,0.25,9.10,0.50,1.0,36.0
551728,1996,5609,211160,330930,0.946,184.0,27.0,22.0,75.0,84.0,22.0,239.0,18.6,0.80,9.40,0.50,1.0,57.0
551729,1996,5609,247620,325950,0.659,64.0,15.0,13.0,59.0,217.0,24.0,206.0,15.6,0.25,8.60,0.50,1.0,31.0
551730,1996,5609,213650,331010,0.561,101.0,15.0,8.0,39.0,181.0,16.0,561.0,12.5,0.25,5.70,0.50,0.5,27.0
551731,1996,5609,251010,337420,0.869,85.0,58.0,12.0,52.0,65.0,22.0,983.0,16.9,0.60,8.00,0.50,0.5,36.0
551732,1996,5609,250720,337980,0.861,92.0,41.0,13.0,49.0,66.0,22.0,660.0,16.6,0.25,8.90,0.50,0.5,36.0
551733,1996,5609,244900,333690,0.962,100.0,14.0,17.0,88.0,73.0,27.0,515.0,24.5,0.25,10.00,0.50,3.0,44.0
551734,1996,5609,245430,337350,1.009,108.0,27.0,16.0,95.0,92.0,28.0,428.0,21.0,0.25,9.70,0.50,0.5,46.0
551735,1996,5609,219190,329300,0.707,83.0,18.0,11.0,56.0,133.0,23.0,772.0,15.3,0.25,8.00,0.50,0.5,32.0
551736,1996,5609,218450,329890,0.509,72.0,16.0,10.0,48.0,185.0,20.0,441.0,13.1,0.25,7.30,0.50,0.5,27.0
551737,1996,5609,246070,334110,0.902,109.0,22.0,13.0,56.0,80.0,20.0,734.0,16.2,0.25,8.30,0.50,1.0,27.0
551738,1996,5609,254570,334870,0.686,47.0,11.0,8.0,42.0,139.0,22.0,911.0,15.8,0.25,8.30,0.50,0.5,26.0
551739,1996,5609,249150,335540,0.785,73.0,19.0,10.0,48.0,65.0,18.0,741.0,16.0,0.80,7.70,0.50,0.5,28.0
551740,1996,5609,246600,332880,0.566,59.0,14.0,8.0,38.0,47.0,16.0,680.0,13.3,0.25,6.60,0.50,2.0,19.0
551741,1996,5609,250390,337010,0.847,86.0,47.0,12.0,55.0,73.0,22.0,752.0,16.9,0.50,8.30,0.50,0.5,33.0
551742,1996,5609,213200,331420,0.614,56.0,13.0,8.0,34.0,112.0,14.0,1219.0,14.3,0.25,7.50,0.50,0.5,23.0
551743,1996,5609,244040,326360,0.518,50.0,11.0,11.0,67.0,333.0,17.0,238.0,14.0,0.25,8.10,1.00,3.0,25.0
551745,1996,5609,242770,337220,0.795,64.0,14.0,10.0,45.0,57.0,18.0,680.0,16.8,0.25,7.80,0.50,0.5,29.0
551746,1996,5609,248410,338390,0.980,117.0,29.0,18.0,70.0,58.0,20.0,318.0,17.8,0.25,10.30,0.50,3.0,44.0
551747,1996,5609,240500,331410,0.960,139.0,26.0,21.0,98.0,140.0,27.0,270.0,20.0,0.25,10.40,0.50,4.0,47.0
551748,1996,5609,250390,334380,0.818,82.0,30.0,13.0,64.0,125.0,25.0,559.0,18.2,0.25,8.80,0.50,0.5,39.0
551749,1996,5609,210810,331220,0.874,198.0,51.0,23.0,103.0,116.0,23.0,148.0,18.0,0.60,10.50,0.50,4.0,52.0
551750,1996,5609,249820,333710,0.724,67.0,30.0,9.0,36.0,77.0,20.0,665.0,14.7,0.25,7.30,0.50,0.5,29.0
551751,1996,5609,238100,333080,0.611,54.0,14.0,10.0,47.0,258.0,24.0,1088.0,14.3,0.50,7.60,0.50,0.5,25.0
551752,1996,5609,241810,332610,0.840,81.0,30.0,14.0,65.0,85.0,23.0,521.0,19.5,0.25,8.90,0.50,0.5,36.0
551754,1996,5609,248390,333700,0.755,72.0,30.0,10.0,45.0,70.0,21.0,566.0,15.7,0.25,7.50,0.50,0.5,28.0
551755,1996,5609,245900,338060,0.869,71.0,30.0,10.0,43.0,72.0,20.0,683.0,17.1,0.60,7.80,0.50,0.5,28.0
551756,1996,5609,211900,332750,0.803,239.0,27.0,21.0,74.0,156.0,20.0,325.0,17.6,0.25,9.70,0.50,1.0,50.0
551757,1996,5609,209920,330950,0.775,257.0,25.0,22.0,76.0,116.0,27.0,177.0,18.1,0.25,10.00,0.50,0.5,53.0
551758,1996,5609,241050,335560,0.948,89.0,30.0,13.0,64.0,97.0,25.0,805.0,19.1,0.25,9.20,0.50,0.5,38.0
551759,1996,5609,241730,335500,0.898,132.0,37.0,18.0,83.0,149.0,23.0,367.0,18.2,0.50,9.70,0.50,0.5,41.0
551760,1996,5609,244900,332350,0.877,100.0,40.0,14.0,65.0,84.0,25.0,936.0,18.4,0.25,9.60,0.50,0.5,35.0
551761,1996,5609,239680,334500,0.709,45.0,43.0,8.0,32.0,74.0,25.0,1086.0,14.6,0.70,7.20,0.50,0.5,29.0
551763,1996,5609,250770,335970,0.802,74.0,27.0,11.0,50.0,99.0,22.0,943.0,17.2,0.25,8.30,0.50,0.5,32.0
551764,1996,5609,213290,331610,0.799,118.0,21.0,16.0,66.0,228.0,20.0,613.0,18.8,0.25,9.70,0.50,0.5,43.0
551765,1996,5609,214850,330670,0.844,91.0,22.0,19.0,96.0,115.0,31.0,431.0,21.2,0.50,10.70,0.50,0.5,48.0
551766,1996,5609,253950,332130,0.639,53.0,16.0,9.0,41.0,149.0,18.0,824.0,14.3,0.25,7.10,0.50,0.5,24.0
551767,1996,5609,246510,339300,1.004,100.0,55.0,14.0,67.0,64.0,22.0,521.0,19.9,0.25,8.90,0.50,0.5,38.0
551768,1996,5609,240200,331560,0.905,109.0,88.0,15.0,79.0,158.0,31.0,272.0,20.0,0.25,8.60,0.50,0.5,53.0
551769,1996,5609,246920,325340,0.613,64.0,11.0,13.0,66.0,287.0,22.0,180.0,15.1,0.50,8.60,0.50,0.5,29.0
551770,1996,5609,253500,336720,0.880,53.0,20.0,8.0,34.0,61.0,23.0,2415.0,18.1,0.80,8.70,0.50,0.5,26.0
551771,1996,5609,246600,336880,0.989,107.0,35.0,16.0,87.0,85.0,26.0,516.0,23.1,0.25,9.60,0.50,0.5,45.0
551772,1996,5609,243700,331550,0.877,116.0,21.0,16.0,85.0,71.0,35.0,383.0,17.6,0.25,10.00,0.50,4.0,47.0
551774,1996,5609,252700,336130,0.899,75.0,25.0,11.0,47.0,66.0,22.0,1303.0,18.0,0.25,8.80,0.50,0.5,33.0
551776,1996,5609,247520,335210,0.965,126.0,30.0,16.0,78.0,73.0,23.0,560.0,18.6,0.25,10.00,0.50,1.0,42.0
551777,1996,5609,242160,346180,0.694,50.0,8.0,9.0,47.0,110.0,24.0,713.0,13.6,0.25,7.40,0.50,0.5,35.0
551778,1996,5609,210700,331780,0.856,213.0,38.0,21.0,76.0,88.0,21.0,260.0,17.9,0.25,10.20,0.50,0.5,52.0
551779,1996,5609,246410,338250,1.054,109.0,37.0,16.0,61.0,87.0,25.0,385.0,22.4,0.25,9.90,0.50,2.0,45.0
551780,1996,5609,244500,335360,0.909,84.0,32.0,12.0,48.0,80.0,22.0,907.0,17.5,0.25,8.70,0.50,1.0,40.0
551781,1996,5609,255390,331690,0.514,34.0,4.0,7.0,33.0,205.0,16.0,646.0,12.9,0.25,6.30,0.50,0.5,15.0
551782,1996,5609,238710,333390,0.747,68.0,27.0,11.0,43.0,88.0,23.0,887.0,15.1,0.25,8.10,0.50,0.5,34.0
551783,1996,5609,240150,333790,0.631,61.0,16.0,11.0,54.0,246.0,28.0,812.0,15.5,0.50,8.10,0.50,1.0,37.0
551784,1996,5609,253570,334090,0.755,53.0,11.0,8.0,40.0,88.0,22.0,1344.0,15.7,0.25,8.00,0.50,0.5,27.0
551785,1996,5609,253810,337780,0.836,77.0,32.0,12.0,54.0,72.0,24.0,878.0,17.5,0.25,8.80,0.50,0.5,34.0
551786,1996,5609,243970,324790,0.551,47.0,10.0,11.0,62.0,333.0,18.0,480.0,14.3,0.25,7.40,0.50,0.5,25.0
551788,1996,5609,250880,333300,0.603,35.0,4.0,7.0,25.0,88.0,15.0,728.0,13.6,0.25,6.60,0.50,0.5,18.0
551789,1996,5609,237330,333600,0.793,75.0,13.0,13.0,61.0,140.0,25.0,1518.0,18.2,0.50,9.90,0.50,0.5,37.0
551790,1996,5609,212190,331760,0.994,137.0,4.0,15.0,60.0,68.0,14.0,396.0,18.8,0.25,7.90,0.50,7.0,39.0
551791,1996,5609,239430,330700,0.598,104.0,8.0,13.0,36.0,128.0,41.0,203.0,12.9,0.25,8.30,0.50,1.0,52.0
551792,1996,5609,213300,333080,1.127,198.0,26.0,16.0,44.0,203.0,31.0,562.0,15.1,0.25,7.20,0.50,,32.0
551793,1996,5609,249340,336020,0.790,74.0,40.0,11.0,48.0,76.0,22.0,990.0,16.4,0.25,8.50,0.50,0.5,31.0
551794,1996,5609,210450,331720,0.716,155.0,19.0,15.0,62.0,166.0,23.0,662.0,16.4,0.50,9.00,0.50,0.5,38.0
551795,1996,5609,247430,338800,0.985,126.0,36.0,21.0,112.0,135.0,27.0,396.0,25.8,0.70,10.00,0.50,0.5,53.0
551796,1996,5609,245890,331710,0.586,53.0,24.0,8.0,33.0,61.0,18.0,677.0,13.5,0.25,6.80,0.50,0.5,22.0
551797,1996,5609,248000,337900,1.049,147.0,58.0,22.0,108.0,72.0,20.0,284.0,18.9,0.25,11.10,0.50,0.5,47.0
551798,1996,5609,244530,334960,0.784,61.0,18.0,9.0,39.0,54.0,20.0,980.0,16.6,0.25,8.10,0.50,0.5,29.0
551799,1996,5609,237850,331890,0.526,36.0,5.0,7.0,30.0,90.0,14.0,1071.0,12.2,0.25,6.60,0.50,0.5,15.0
551800,1996,5609,213990,331100,0.694,51.0,21.0,9.0,42.0,62.0,28.0,684.0,14.7,0.70,8.40,1.00,0.5,36.0
551801,1996,5609,249780,340750,0.803,99.0,31.0,14.0,69.0,70.0,18.0,1334.0,16.9,0.25,9.10,0.50,0.5,32.0
551802,1996,5609,232510,344320,1.003,116.0,19.0,19.0,97.0,146.0,27.0,728.0,17.3,0.25,9.60,0.50,0.5,49.0
551803,1996,5609,249700,343020,0.670,107.0,22.0,15.0,76.0,305.0,23.0,255.0,14.5,0.70,7.70,0.50,0.5,34.0
551804,1996,5609,244620,339100,0.941,86.0,25.0,13.0,62.0,72.0,22.0,742.0,18.6,0.50,9.30,0.50,0.5,33.0
551805,1996,5609,240280,338900,0.964,99.0,22.0,15.0,76.0,85.0,22.0,612.0,19.2,0.25,9.70,0.50,2.0,42.0
551806,1996,5609,232400,345780,0.844,76.0,11.0,12.0,54.0,157.0,17.0,861.0,14.5,0.25,7.90,0.50,0.5,25.0
551807,1996,5609,246900,342180,0.946,100.0,21.0,15.0,82.0,72.0,22.0,693.0,19.6,0.25,10.20,0.50,0.5,38.0
551808,1996,5609,239550,338150,0.937,97.0,27.0,15.0,68.0,93.0,22.0,604.0,18.9,0.25,9.00,0.50,0.5,36.0
551809,1996,5609,233160,342690,0.757,65.0,15.0,11.0,59.0,130.0,21.0,1057.0,13.8,0.25,7.30,0.50,,29.0
551811,1996,5609,226390,344110,0.746,63.0,11.0,12.0,65.0,164.0,22.0,577.0,15.2,0.25,7.90,0.50,,30.0
551812,1996,5609,234380,345220,0.610,68.0,16.0,8.0,35.0,105.0,15.0,375.0,10.5,0.25,4.90,0.50,,29.0
551813,1996,5609,236610,342650,0.681,63.0,11.0,12.0,68.0,129.0,20.0,434.0,13.6,0.25,7.20,0.50,0.5,30.0
551814,1996,5609,230410,340290,0.763,51.0,11.0,9.0,59.0,152.0,23.0,1021.0,14.5,0.25,7.50,0.50,0.5,27.0
551815,1996,5609,245320,341150,0.932,95.0,29.0,15.0,76.0,79.0,24.0,757.0,21.0,0.25,9.40,0.50,0.5,42.0
551816,1996,5609,241560,339800,0.865,66.0,21.0,10.0,43.0,72.0,20.0,715.0,16.6,0.25,8.40,0.50,,29.0
