Council,Financial,Date,Value ($000)
Buller District,36 Cash Outgoings from Financing Activities,2010,1608
Buller District,37 Net Financing Cash Flows,2010,429
Buller District,26 Operating Receipts,2011,20744
Buller District,27 Operating Payments,2011,13876
Buller District,28 Net Operating Cash Flows,2011,6868
Buller District,29 Receipts from Investing Activities,2011,0
Buller District,30 Purchase of Property Plant & Equipment,2011,4813
Buller District,31 Fixed asset purchases,2011,0
Buller District,32 Renewals,2011,0
Buller District,33 Purchase of Other investments,2011,500
Buller District,34 Net Investing Cash Flows,2011,-5313
Buller District,35 Cash Receipts from Financing Activities,2011,308
Buller District,36 Cash Outgoings from Financing Activities,2011,1820
Buller District,37 Net Financing Cash Flows,2011,512
Buller District,26 Operating Receipts,2012,20508
Buller District,27 Operating Payments,2012,13558
Buller District,28 Net Operating Cash Flows,2012,6950
Buller District,29 Receipts from Investing Activities,2012,0
Buller District,30 Purchase of Property Plant & Equipment,2012,4878
Buller District,31 Fixed asset purchases,2012,0
Buller District,32 Renewals,2012,0
Buller District,33 Purchase of Other investments,2012,1000
Buller District,34 Net Investing Cash Flows,2012,-5878
Buller District,35 Cash Receipts from Financing Activities,2012,466
Buller District,36 Cash Outgoings from Financing Activities,2012,1452
Buller District,37 Net Financing Cash Flows,2012,-986
Buller District,26 Operating Receipts,2013,19117
Buller District,27 Operating Payments,2013,13405
Buller District,28 Net Operating Cash Flows,2013,5712
Buller District,29 Receipts from Investing Activities,2013,0
Buller District,30 Purchase of Property Plant & Equipment,2013,3813
Buller District,31 Fixed asset purchases,2013,0
Buller District,32 Renewals,2013,0
Buller District,33 Purchase of Other investments,2013,1200
Buller District,34 Net Investing Cash Flows,2013,-5013
Buller District,35 Cash Receipts from Financing Activities,2013,649
Buller District,36 Cash Outgoings from Financing Activities,2013,1397
Buller District,37 Net Financing Cash Flows,2013,-748
Buller District,26 Operating Receipts,2014,19439
Buller District,27 Operating Payments,2014,13935
Buller District,28 Net Operating Cash Flows,2014,5503
Buller District,29 Receipts from Investing Activities,2014,0
Buller District,30 Purchase of Property Plant & Equipment,2014,3432
Buller District,31 Fixed asset purchases,2014,0
Buller District,32 Renewals,2014,0
Buller District,33 Purchase of Other investments,2014,1000
Buller District,34 Net Investing Cash Flows,2014,-4432
Buller District,35 Cash Receipts from Financing Activities,2014,275
Buller District,36 Cash Outgoings from Financing Activities,2014,1255
Buller District,37 Net Financing Cash Flows,2014,-980
Buller District,26 Operating Receipts,2015,19689
Buller District,27 Operating Payments,2015,14035
Buller District,28 Net Operating Cash Flows,2015,5653
Buller District,29 Receipts from Investing Activities,2015,0
Buller District,30 Purchase of Property Plant & Equipment,2015,3316
Buller District,31 Fixed asset purchases,2015,0
Buller District,32 Renewals,2015,0
Buller District,33 Purchase of Other investments,2015,1200
Buller District,34 Net Investing Cash Flows,2015,-4516
Buller District,35 Cash Receipts from Financing Activities,2015,74
Buller District,36 Cash Outgoings from Financing Activities,2015,1340
Buller District,37 Net Financing Cash Flows,2015,266
Buller District,26 Operating Receipts,2016,19794
Buller District,27 Operating Payments,2016,14126
Buller District,28 Net Operating Cash Flows,2016,5668
Buller District,29 Receipts from Investing Activities,2016,0
Buller District,30 Purchase of Property Plant & Equipment,2016,4218
Buller District,31 Fixed asset purchases,2016,0
Buller District,32 Renewals,2016,0
Buller District,33 Purchase of Other investments,2016,1000
Buller District,34 Net Investing Cash Flows,2016,-5218
Buller District,35 Cash Receipts from Financing Activities,2016,1002
Buller District,36 Cash Outgoings from Financing Activities,2016,1328
Buller District,37 Net Financing Cash Flows,2016,-326
Canterbury Region,26 Operating Receipts,2007,92292
Canterbury Region,27 Operating Payments,2007,88381
Canterbury Region,28 Net Operating Cash Flows,2007,3911
Canterbury Region,29 Receipts from Investing Activities,2007,200
Canterbury Region,30 Purchase of Property Plant & Equipment,2007,2764
Canterbury Region,31 Fixed asset purchases,2007,0
Canterbury Region,32 Renewals,2007,0
Canterbury Region,33 Purchase of Other investments,2007,4571
Canterbury Region,34 Net Investing Cash Flows,2007,-7135
Canterbury Region,35 Cash Receipts from Financing Activities,2007,4571
Canterbury Region,36 Cash Outgoings from Financing Activities,2007,467
Canterbury Region,37 Net Financing Cash Flows,2007,4104
Canterbury Region,26 Operating Receipts,2008,95830
Canterbury Region,27 Operating Payments,2008,92883
Canterbury Region,28 Net Operating Cash Flows,2008,2947
Canterbury Region,29 Receipts from Investing Activities,2008,3822
Canterbury Region,30 Purchase of Property Plant & Equipment,2008,3011
Canterbury Region,31 Fixed asset purchases,2008,0
Canterbury Region,32 Renewals,2008,0
Canterbury Region,33 Purchase of Other investments,2008,5921
Canterbury Region,34 Net Investing Cash Flows,2008,-5110
Canterbury Region,35 Cash Receipts from Financing Activities,2008,5921
Canterbury Region,36 Cash Outgoings from Financing Activities,2008,1120
Canterbury Region,37 Net Financing Cash Flows,2008,4801
Canterbury Region,26 Operating Receipts,2009,98974
Canterbury Region,27 Operating Payments,2009,96810
Canterbury Region,28 Net Operating Cash Flows,2009,2164
Canterbury Region,29 Receipts from Investing Activities,2009,1632
Canterbury Region,30 Purchase of Property Plant & Equipment,2009,3603
Canterbury Region,31 Fixed asset purchases,2009,0
Canterbury Region,32 Renewals,2009,0
Canterbury Region,33 Purchase of Other investments,2009,5695
Canterbury Region,34 Net Investing Cash Flows,2009,-7666
Canterbury Region,35 Cash Receipts from Financing Activities,2009,5695
Canterbury Region,36 Cash Outgoings from Financing Activities,2009,1947
Canterbury Region,37 Net Financing Cash Flows,2009,3748
Canterbury Region,26 Operating Receipts,2010,110217
Canterbury Region,27 Operating Payments,2010,106334
Canterbury Region,28 Net Operating Cash Flows,2010,3883
Canterbury Region,29 Receipts from Investing Activities,2010,2437
Canterbury Region,30 Purchase of Property Plant & Equipment,2010,1973
Canterbury Region,31 Fixed asset purchases,2010,0
Canterbury Region,32 Renewals,2010,0
Canterbury Region,33 Purchase of Other investments,2010,5455
Canterbury Region,34 Net Investing Cash Flows,2010,-4991
Canterbury Region,35 Cash Receipts from Financing Activities,2010,5455
Canterbury Region,36 Cash Outgoings from Financing Activities,2010,2762
Canterbury Region,37 Net Financing Cash Flows,2010,2693
Canterbury Region,26 Operating Receipts,2011,115433
Canterbury Region,27 Operating Payments,2011,110844
Canterbury Region,28 Net Operating Cash Flows,2011,4589
Canterbury Region,29 Receipts from Investing Activities,2011,3155
Canterbury Region,30 Purchase of Property Plant & Equipment,2011,1972
Canterbury Region,31 Fixed asset purchases,2011,0
Canterbury Region,32 Renewals,2011,0
Canterbury Region,33 Purchase of Other investments,2011,2938
Canterbury Region,34 Net Investing Cash Flows,2011,755
Canterbury Region,35 Cash Receipts from Financing Activities,2011,2938
Canterbury Region,36 Cash Outgoings from Financing Activities,2011,3485
Canterbury Region,37 Net Financing Cash Flows,2011,-547
Canterbury Region,26 Operating Receipts,2012,117042
Canterbury Region,27 Operating Payments,2012,113257
Canterbury Region,28 Net Operating Cash Flows,2012,3785
Canterbury Region,29 Receipts from Investing Activities,2012,3459
Canterbury Region,30 Purchase of Property Plant & Equipment,2012,1987
Canterbury Region,31 Fixed asset purchases,2012,0
Canterbury Region,32 Renewals,2012,0
Canterbury Region,33 Purchase of Other investments,2012,3754
Canterbury Region,34 Net Investing Cash Flows,2012,-2282
Canterbury Region,35 Cash Receipts from Financing Activities,2012,2754
Canterbury Region,36 Cash Outgoings from Financing Activities,2012,3801
Canterbury Region,37 Net Financing Cash Flows,2012,47
Canterbury Region,26 Operating Receipts,2013,119813
Canterbury Region,27 Operating Payments,2013,115867
Canterbury Region,28 Net Operating Cash Flows,2013,3946
Canterbury Region,29 Receipts from Investing Activities,2013,3652
Canterbury Region,30 Purchase of Property Plant & Equipment,2013,2005
Canterbury Region,31 Fixed asset purchases,2013,0
Canterbury Region,32 Renewals,2013,0
Canterbury Region,33 Purchase of Other investments,2013,3738
Canterbury Region,34 Net Investing Cash Flows,2013,-2091
Canterbury Region,35 Cash Receipts from Financing Activities,2013,2738
Canterbury Region,36 Cash Outgoings from Financing Activities,2013,4002
Canterbury Region,37 Net Financing Cash Flows,2013,264
Canterbury Region,26 Operating Receipts,2014,120789
Canterbury Region,27 Operating Payments,2014,116843
Canterbury Region,28 Net Operating Cash Flows,2014,3946
Canterbury Region,29 Receipts from Investing Activities,2014,3749
Canterbury Region,30 Purchase of Property Plant & Equipment,2014,2024
Canterbury Region,31 Fixed asset purchases,2014,0
Canterbury Region,32 Renewals,2014,0
Canterbury Region,33 Purchase of Other investments,2014,2000
Canterbury Region,34 Net Investing Cash Flows,2014,-275
Canterbury Region,35 Cash Receipts from Financing Activities,2014,0
Canterbury Region,36 Cash Outgoings from Financing Activities,2014,4107
Canterbury Region,37 Net Financing Cash Flows,2014,-4107
Canterbury Region,26 Operating Receipts,2015,122847
Canterbury Region,27 Operating Payments,2015,118776
Canterbury Region,28 Net Operating Cash Flows,2015,4071
Canterbury Region,29 Receipts from Investing Activities,2015,3456
Canterbury Region,30 Purchase of Property Plant & Equipment,2015,2044
Canterbury Region,31 Fixed asset purchases,2015,0
Canterbury Region,32 Renewals,2015,0
Canterbury Region,33 Purchase of Other investments,2015,3000
Canterbury Region,34 Net Investing Cash Flows,2015,588
Canterbury Region,35 Cash Receipts from Financing Activities,2015,0
Canterbury Region,36 Cash Outgoings from Financing Activities,2015,3823
Canterbury Region,37 Net Financing Cash Flows,2015,-3823
Canterbury Region,26 Operating Receipts,2016,127792
Canterbury Region,27 Operating Payments,2016,123538
Canterbury Region,28 Net Operating Cash Flows,2016,4254
Canterbury Region,29 Receipts from Investing Activities,2016,3104
Canterbury Region,30 Purchase of Property Plant & Equipment,2016,2064
Canterbury Region,31 Fixed asset purchases,2016,0
Canterbury Region,32 Renewals,2016,0
Canterbury Region,33 Purchase of Other investments,2016,2000
Canterbury Region,34 Net Investing Cash Flows,2016,-960
Canterbury Region,35 Cash Receipts from Financing Activities,2016,0
Canterbury Region,36 Cash Outgoings from Financing Activities,2016,3479
Canterbury Region,37 Net Financing Cash Flows,2016,-3479
Carterton District,26 Operating Receipts,2007,7173
Carterton District,27 Operating Payments,2007,5115
Carterton District,28 Net Operating Cash Flows,2007,2058
Carterton District,29 Receipts from Investing Activities,2007,1000
Carterton District,30 Purchase of Property Plant & Equipment,2007,0
Carterton District,31 Fixed asset purchases,2007,0
Carterton District,32 Renewals,2007,0
Carterton District,33 Purchase of Other investments,2007,2667
Carterton District,34 Net Investing Cash Flows,2007,667
Carterton District,35 Cash Receipts from Financing Activities,2007,613
Carterton District,36 Cash Outgoings from Financing Activities,2007,320
Carterton District,37 Net Financing Cash Flows,2007,293
Carterton District,26 Operating Receipts,2008,7764
Carterton District,27 Operating Payments,2008,5544
Carterton District,28 Net Operating Cash Flows,2008,2220
Carterton District,29 Receipts from Investing Activities,2008,0
Carterton District,30 Purchase of Property Plant & Equipment,2008,0
Carterton District,31 Fixed asset purchases,2008,0
Carterton District,32 Renewals,2008,0
Carterton District,33 Purchase of Other investments,2008,2963
Carterton District,34 Net Investing Cash Flows,2008,-2963
Carterton District,35 Cash Receipts from Financing Activities,2008,150
Carterton District,36 Cash Outgoings from Financing Activities,2008,271
Carterton District,37 Net Financing Cash Flows,2008,21
Carterton District,26 Operating Receipts,2009,7985
Carterton District,27 Operating Payments,2009,5575
Carterton District,28 Net Operating Cash Flows,2009,2410
Carterton District,29 Receipts from Investing Activities,2009,0
Carterton District,30 Purchase of Property Plant & Equipment,2009,0
Carterton District,31 Fixed asset purchases,2009,0
Carterton District,32 Renewals,2009,0
Carterton District,33 Purchase of Other investments,2009,2907
Carterton District,34 Net Investing Cash Flows,2009,-2907
Carterton District,35 Cash Receipts from Financing Activities,2009,150
Carterton District,36 Cash Outgoings from Financing Activities,2009,390
Carterton District,37 Net Financing Cash Flows,2009,-240
Carterton District,26 Operating Receipts,2010,8320
Carterton District,27 Operating Payments,2010,5696
Carterton District,28 Net Operating Cash Flows,2010,2624
Carterton District,29 Receipts from Investing Activities,2010,0
Carterton District,30 Purchase of Property Plant & Equipment,2010,0
Carterton District,31 Fixed asset purchases,2010,0
Carterton District,32 Renewals,2010,0
Carterton District,33 Purchase of Other investments,2010,2286
Carterton District,34 Net Investing Cash Flows,2010,-2286
Carterton District,35 Cash Receipts from Financing Activities,2010,0
Carterton District,36 Cash Outgoings from Financing Activities,2010,161
Carterton District,37 Net Financing Cash Flows,2010,61
Carterton District,26 Operating Receipts,2011,8234
Carterton District,27 Operating Payments,2011,5867
Carterton District,28 Net Operating Cash Flows,2011,2367
Carterton District,29 Receipts from Investing Activities,2011,0
Carterton District,30 Purchase of Property Plant & Equipment,2011,0
Carterton District,31 Fixed asset purchases,2011,0
Carterton District,32 Renewals,2011,0
Carterton District,33 Purchase of Other investments,2011,2191
Carterton District,34 Net Investing Cash Flows,2011,-2191
Carterton District,35 Cash Receipts from Financing Activities,2011,0
Carterton District,36 Cash Outgoings from Financing Activities,2011,137
Carterton District,37 Net Financing Cash Flows,2011,37
